Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food export, current US$",Europe & Central Asia,#VALUE!,#VALUE!,12553446328,11780310171,12707444959,13994533707,14952249409,15720454807,16349595753,18653333949,21175515551,24099551589,29057583022,39619671283,46987823253,52676260943,57049304787,67369664302,81015681975,97628951911,1.10E+11,1.06E+11,98444038686,93795725981,93377460940,94848898581,1.20E+11,1.42E+11,1.54E+11,1.59E+11,1.85E+11,1.89E+11,2.09E+11,1.92E+11,2.15E+11,2.52E+11,2.46E+11,2.28E+11,2.29E+11,2.19E+11,1.97E+11,2.05E+11,2.26E+11,2.72E+11,3.12E+11,3.44E+11,3.80E+11,4.59E+11,5.42E+11,4.80E+11,5.12E+11,6.27E+11,6.34E+11,6.87E+11,6.92E+11,6.09E+11,6.11E+11
,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Europe & Central Asia (excluding high income),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,23168513632,23988911777,23334199200,17054875778,19707832295,20991780237,23986406227,30588459261,35075212524,41588452358,47599950586,59347698552,78665840570,68267767626,74023761801,87754307801,91183580446,99343444171,95414506712,75180717674,74348112384
"Food export, current US$",Europe & Central Asia (excluding high income),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,14033520155,12662159059,10333154715,9293041752,9133394966,10579397613,11867617663,14526035347,17585768468,24323487335,28060489397,37774789097,46647513002,45550829217,49132085608,62969879222,77158767839,80944761098,84751181113,72807022224,57432895825
,Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Europe & Central Asia (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,26691941292,27233225776,27106069384,20566556747,22940762873,24417245808,27522789462,34344229605,40271875406,47656945745,54925387853,69470607019,92167102783,79984640028,87455179119,1.04E+11,1.07E+11,1.17E+11,1.14E+11,92286547718,92099511682
"Food export, current US$",Europe & Central Asia (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16895278901,16263316458,13426365762,11841826020,11857279338,13559847483,15030940409,18866646654,23943347922,33002004877,38671827106,51243747153,63719173168,60449685243,66617777739,84362501038,1.01E+11,1.08E+11,1.13E+11,97297462246,81326418289
,Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",European Union,#VALUE!,#VALUE!,16227111213,16112755946,16929900480,18702940593,20109054622,19770047467,20059379821,22496707102,25017089942,29591495121,33693213964,46872119497,54494063617,61126210034,64296878922,78285647287,87779517368,1.03E+11,1.10E+11,1.00E+11,96566129824,92452742679,91402813816,92977709323,1.15E+11,1.34E+11,1.47E+11,1.45E+11,1.68E+11,1.81E+11,1.93E+11,1.71E+11,1.95E+11,2.27E+11,2.29E+11,2.14E+11,2.22E+11,2.13E+11,1.92E+11,2.01E+11,2.19E+11,2.65E+11,3.02E+11,3.27E+11,3.56E+11,4.29E+11,5.07E+11,4.44E+11,4.61E+11,5.55E+11,5.35E+11,5.71E+11,5.81E+11,5.09E+11,5.32E+11
"Food export, current US$",European Union,#VALUE!,#VALUE!,10791024816,10067305791,10822383722,11852031588,12709697699,13268280908,13876408008,15683334538,18102748150,20631811555,24720487231,34021411469,40409869799,45817214112,49449981179,57351608511,68814166706,83290369546,93601283080,91518495481,85847356255,81549792403,82334593283,84294336388,1.05E+11,1.26E+11,1.37E+11,1.42E+11,1.65E+11,1.67E+11,1.86E+11,1.71E+11,1.91E+11,2.25E+11,2.28E+11,2.12E+11,2.16E+11,2.08E+11,1.86E+11,1.92E+11,2.11E+11,2.55E+11,2.91E+11,3.14E+11,3.44E+11,4.12E+11,4.83E+11,4.25E+11,4.51E+11,5.49E+11,5.34E+11,5.81E+11,5.87E+11,5.20E+11,5.32E+11
,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Faroe Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,30557834.02,30288761.99,26345529.2,25830923.53,25858651.57,26152278.47,41427818.98,52735592.38,67676294.2,56595699.27,70511800.19,77609579.53,94162875.2,61011708.51,67411261.9,#VALUE!,82603567.71,82604060.92,94171403.98,95559090.7,92069405.2,96194594.76,95406416.44,112339437.3,113286292.6,98273985.67,107264590.1,133591799.4,153539138.7,133688014.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Faroe Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,157034213.9,150707805.4,142185800.4,164424168,148727665.3,164637218.6,227554199.6,270631138.1,296896589.8,314598860.8,385609106,407555341.3,393815957.9,310983449.2,312673293,#VALUE!,379157538.1,354177363,398456950.8,437208691.4,425893240.5,491605557.2,515269778,550517640.6,564751203.4,548885396.1,597460842.7,674658173.7,674510720,670692123.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Fiji,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18258713.57,17834234.78,20389640.55,22959688.95,28547418.19,35001276.48,50018716.93,59807315.35,54824554.72,55698096.16,68632989.89,81294637.93,87968911.66,91661069,103007931.7,86852426.65,87819559.92,81519980.95,83009078.13,77064815.04,77004320.7,89921617.59,95520651.19,110592440,110991424.5,103913913.2,129798748.7,132212261.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,114084029.4,174660186.8,180065001.8,219889035.2,255324595.5,236416575.5,252432173.7,278577083.2,367089593.8,296419920.5,333386616,455020375.1,474213586.8,449519045,574758292.6,377160370.9,422647383.1
"Food export, current US$",Fiji,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,60115167.34,63906673.13,68861783.07,82770271.11,83504323.5,91255172.62,113515242,180070874.1,196282979.7,163359181.2,215691236.8,237134328.7,300395316.4,450529863.5,378318989.5,351917785.4,284718539.1,301940209.2,271593871.8,295812085.8,323408979.2,333406418.1,324455572.9,293222833.2,291841877.4,264702056.3,260810426.3,342616763,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,219467128.9,258853044.9,274903376.4,348249301.8,353608255.5,450524808,468455402.5,497201793.2,641248393.3,441889748.4,532828421.4,685129141.8,805899590.9,713340164.8,906758793.5,575603451.2,599184018.9
,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Finland,#VALUE!,#VALUE!,#VALUE!,188578746.3,188279902.2,170676833.2,191593101.6,188305219.7,174334957.2,201834985.8,259065940.1,202319815.7,275597590.8,394240570,533854897.5,624778703.9,557204082.7,656363684.6,683940446,844938742.9,1110216892,958253860.8,987900238,784386371.9,773928361.8,763860838.1,992156268.9,1149873582,1220250174,1271090405,1317690173,1298431283,1310573422,1202543009,1624391767,1754207740,2094082033,2123956143,2142960971,2012864137,1798502815,1802200431,2008406290,2539071574,2884177313,3057783756,3312461423,4048497733,4916323487,4469153637,4908830016,5728275749,5631388441,6151264846,6065110180,5089338813,5152211167
"Food export, current US$",Finland,#VALUE!,#VALUE!,#VALUE!,42105223.33,56999302.49,57214973.91,59264216.64,61537445.5,57503770.19,73697848.1,97806897.68,117499222.7,146098746.5,148317260.3,190980940.3,191267542.9,241849454.8,316001973,267381444.5,320825614.3,437750172,605827616.2,438194605.5,471162364.6,489405114.4,459332081.6,436116952.8,463725682.8,410113095.5,472740681.6,638102743.1,566093175.3,591341801.8,724886623.5,998793229.2,949588549.9,1149441377,1173974544,1006240998,795075688.8,757162627.5,807915618.8,878563583.9,1032603506,1173509133,1201341999,1388687096,1799642599,2086844391,1463998758,1794187190,2237989238,2126204195,2196943493,2004166010,1461915784,1447731948
,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Fragile and conflict affected situations,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1423256697,2075296600,4035873246,4061158436,2907779518,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7744529356,6135742320,6636741340,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12498315054,17592491679,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Fragile and conflict affected situations,#VALUE!,#VALUE!,#VALUE!,602035760.4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2642091425,3575408919,6199443199,6091134876,6847641559,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12389955427,16228884521,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",France,#VALUE!,#VALUE!,1697908750,1824028592,2074864303,2070965506,2230790952,2161710280,2184198680,2598819088,2829119369,3001709150,3714253786,5303420637,5773586244,6965449019,7583344163,9844249945,11489555227,12800416828,13870090391,12475484359,12258313110,12010229811,11777274210,11898183235,15181085582,17560609769,19196705495,19639184646,22928506156,23974057546,25289023083,24292253582,27553226679,31145324074,30618203682,28520632706,29708774485,28912847757,26768687045,27175524377,28682760609,35213622199,38970070825,39271685255,40278051085,48599863288,57253568188,52101869637,51872362162,59359522131,56728682376,61625375110,62091505053,54052234363,56217436748
"Food export, current US$",France,#VALUE!,#VALUE!,1071925634,1312001529,1502048115,1667277704,1788366869,1843520312,2203993600,2681989034,2860156322,3644358601,4850761395,6949667012,8052728974,8302899869,8676643008,9490170055,12343320722,14943211763,18625121582,18096422567,15954882085,16057411440,15992220304,16590957120,20363668225,24003026242,27607766544,29213655141,34301344475,33322293473,36680709281,35364929613,37172579937,43301344006,42872522628,41245617494,40906754745,40404478620,35914325452,34356369706,37219146383,45520547599,49753491508,49560531751,51814316467,61039492286,71217568216,60092660502,62715256997,75700784312,71723165169,76513660982,73540519811,63956249075,62348099342
,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",French Polynesia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,101845027.1,106107308.7,100579489.1,100788342,#VALUE!,#VALUE!,#VALUE!,#VALUE!,151747888.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,220733867.8,203888762.4,199941896.7,192477514.6,194766313.8,214442287.5,230066213.2,276364098,310926376.1,326583122.8,326471623.5,388524809.9,436527761.2,404237743.2,406183056.4,447850732.8,431111208.7,433379045,446441417.6,383946249.7,#VALUE!
"Food export, current US$",French Polynesia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7542199.789,5486976.125,5174373.276,4750656.448,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3416909.675,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6790068.966,9739525.737,8379325.672,10831039.47,13088579.3,23744294.46,23458993.42,22653941.26,29230201.21,28037831.5,29289369.56,24114773.37,20699255.86,22528876.6,24207709.48,31792058.85,37675093.61,29841845.51,31187111.15,32262030.67,#VALUE!
,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Gabon,#VALUE!,#VALUE!,8842445.644,8816688.705,10087914.61,9972525.775,10135918.05,10539096.18,10907596.82,11137426.24,11416421.22,12867133.57,#VALUE!,#VALUE!,#VALUE!,61698370.9,58921209.16,81003213.66,119765236.3,101037228.6,129006223.7,134764355.5,144638600.3,123170828.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,163882941.9,130991049.6,#VALUE!,183024917.8,194254474.1,169807191,161028363.2,173092290.6,183408618.9,180217139.6,180733477.1,326569116.7,280851526.3,286681007.4,390706982,449484525.9,428703623,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Gabon,#VALUE!,#VALUE!,1501964.834,1469811.348,2245597.48,2111525.205,2220962.975,2344017.858,2432957.894,2394820.995,2513341.196,2339923.475,#VALUE!,#VALUE!,#VALUE!,2727063.624,1791912.534,9145125.252,2265680.54,6063756.743,#VALUE!,13703154.59,9042359.918,8341479.77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3964758.225,2426177.759,#VALUE!,5847537.898,12429219.31,9883606.302,16856797.35,21938361.5,20642026.28,15431620.6,15480671.1,46591985.62,56936085.38,45722726.62,40138456.76,39494722.93,40476596.41,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$","Gambia, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,3452118.47,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5691954.249,5518490.941,5226547.997,6438896.585,13285604.78,14443063.98,20519083.03,20549379.82,26978779.5,35337593.82,42695365.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,66184194.4,96302083.95,104897167.5,99463758.84,70173764.34,64504612.99,54938240.21,59564581.05,58827708.87,93472879.9,97934164.33,80869986.92,99511801.73,96050739.7,104192039.1,102960544.9,111820133.2,126061197.5,130724152.1,158466625.4,#VALUE!,158342499.8
"Food export, current US$","Gambia, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,9219422.414,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16822886.69,13352177.27,19118779.73,24798510.92,42731743.79,44126648.9,34407746.86,47034904.57,38370528.03,56828096.2,30668834.06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9562947.571,13438362.95,10231247.56,18916924.02,10140183.8,13125098.77,9220670.958,11743747.25,6875966.093,9620739.054,7219262.253,10791808.21,12323497.32,9924646.815,53225013.16,60760692.82,78719204.37,65359738.04,97683312.22,51333641.87,#VALUE!,71180796.13
,"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Georgia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,248135635.8,315957777.7,165687526.8,131820658.9,165448253.9,153322090.8,163018655.7,206397965.2,386440996.2,433836465,602065576.8,818280622.2,966232687,596942915.4,684849652.1,858228301.9,1240751282,1261386342,1274402454,1007236766,1032696073
"Food export, current US$",Georgia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,58291985.95,76342997.63,64804623.26,62511205.32,90536496.68,84276447.54,112259990.4,169740069.5,206781588.4,314536704.9,246233578.9,313336198.5,264526926.7,337455759.5,352540050.5,479898790.1,695070849.8,1145493051,1165942074,770569861.8,791760937.3
,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Germany,#VALUE!,#VALUE!,3166714258,2859502233,2973261764,3654703623,3963831480,3574078077,3902990304,4639361310,5073421530,7129476695,7091687740,9436281076,9720712597,10944990519,12363288864,16870351933,18533211931,21124077341,22813354804,20380412421,19596880850,18947070621,18617288920,19160747607,24057395638,27287791477,28881875804,28432582762,36179792937,38791867723,41937058889,34232984434,39156385640,47611971985,45249189536,41211871486,41997537419,39385218946,32739479649,36342652289,38787990758,44477146022,48672889284,54660036477,60046805873,69070913470,80201024881,72930165498,75065536225,92434737467,89156201650,94042994589,95094318973,83581928525,83971835207
"Food export, current US$",Germany,#VALUE!,#VALUE!,271708696.1,311805136.8,369127648.6,459915437.3,443214537.1,560338356.3,664356124.7,834100337.2,1092371131,1484670364,1724244023,2840002742,3770771875,4106994409,4435218992,6300810966,6929328410,8616781581,10179866595,10242084267,9821933650,9242567692,9421389041,9613134879,12470521795,14469311896,16310331684,16880625124,20161798721,21359481573,23315241360,20797119061,22986474774,27386333801,27460815864,25100896274,26655462670,25405446120,22972817436,26097845060,28209148947,32386172389,37556932396,43857186273,48342449457,56917365996,69112892206,62913838267,65388363414,79616331418,78540705463,84451504326,85457490214,73071598384,73885013824
,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Ghana,#VALUE!,#VALUE!,69454544.4,57394507.81,62219189.33,57294299.22,62155101.23,59416969.05,58837958.3,61399573.3,85629640.02,70449633.1,59090441.41,105955397.3,141899392.5,106146583.6,123931804.9,94244946.04,117271592,83220906.83,113949181.4,97503255.61,78697508.67,183003068.3,46920945.69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,242689470.1,#VALUE!,#VALUE!,#VALUE!,166653284,135961284.9,262196140.3,408112067.1,379330157.9,574013057.1,532154885.7,516901023,#VALUE!,743067552.6,908204436.5,1160696124,1515247671,1314334334,1674011477,2437151848,2457177330,2955124574,#VALUE!,#VALUE!,1949792936
"Food export, current US$",Ghana,#VALUE!,#VALUE!,234885923.2,234278586.4,232457311.6,234776730.2,188984087.4,227227288.5,236637744.5,206244633.6,356045242.5,359499168.3,296542365.7,424197272.7,547720388.1,634640205.9,584744720.2,765966777.7,838110059.8,815332999.1,986561253.2,546681104,538538809.5,732302021.9,473078622.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,637788358.7,#VALUE!,#VALUE!,#VALUE!,975283504.1,918388823.8,1133425806,952915393.5,795004840.7,832253851.1,#VALUE!,931348418.7,#VALUE!,1449863135,2274653702,2623121565,3344221294,3564352720,4829249799,3521493678,4109418953,4407140612,#VALUE!,#VALUE!,5787206028
,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Gibraltar,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Gibraltar,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
