Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,..,11.03794198,11.45351315,11.90177924,12.49318903,13.30015866,14.35927017,15.62781052,17.00094062,18.32987307,19.50728694,20.50296917,21.35012466,22.081165,22.7531165,23.412432,24.06142339,24.6981301,25.36200136,26.1006573,26.94917271,27.93366954,29.0518359,30.27439937,31.55556437,32.86546917,34.17156618,35.4917951,36.90568903,38.5236854,40.41126473,42.61668178,45.07787851,47.61508386,49.98140299,52.00411378,53.63615141,54.94720082,56.02872847,57.02359474,58.05182457,59.12665458,60.26185403,61.58238894,63.23939257,65.34037851,67.90049864,70.88939257,74.30278785,77.64428925,81.79250957,86.3159608,91.13394909,95.97229106,100.4736314,104.3768304,107.5857964,110.1506308,112.1424983
Jordan,JOR,"Population, total",SP.POP.TOTL,933102,973988,1010658,1050213,1102399,1173606,1267062,1378998,1500163,1617428,1721323,1809182,1883935,1948442,2007735,2065913,2123180,2179363,2237943,2303122,2377995,2464867,2563534,2671413,2784463,2900049,3015299,3131796,3256558,3399330,3565890,3760496,3977672,4201555,4410359,4588843,4732854,4848541,4943975,5031762,5122493,5217336,5317506,5434030,5580244,5765635,5991540,6255280,6556478,6893260,7261539,7663131,8090872,8520420,8920049,9266575,9551467,9779173,9956011
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,..,3.833542245,3.984490129,4.129295477,4.264120828,4.386383672,4.494039708,4.587809757,4.671417565,4.750381894,4.828736156,4.908031633,4.987215246,5.064639404,5.137598622,5.20436567,5.264342334,5.318970256,5.370949365,5.423985258,5.480673408,5.540951958,5.603617809,5.668522058,5.735236878,5.802716969,5.871957995,5.941123458,6.002889951,6.019002111,6.055487647,6.093454828,6.089230285,6.048975442,5.961847242,5.85829018,5.770231507,5.679780346,5.58258325,5.529661073,5.513066637,5.503698559,5.503925621,5.522472127,5.560982702,5.610634145,5.670290773,5.735523206,5.805830277,5.960966774,6.045809534,6.132978109,6.219983331,6.310164092,6.40378005,6.498057562,6.591123088,6.681400156,6.769825907
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,9934563,10349414,10756928,11147859,11511847,11841920,12132559,12385710,12611426,12824606,13036139,13250213,13463985,13673007,13869975,14050226,14212145,14359624,14499952,14643133,14796174,14958908,15128087,15303309,15483419,15665595,15852525,16039251,16206002,16249500,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092822,16321872,16557201,16792089,17035550,17288285,17542806,17794055,18037776,18276499
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,..,14.71992128,15.19311769,15.68772358,16.20461046,16.74486594,17.30935095,17.8997751,18.51898303,19.17045894,19.85696665,20.58025793,21.34109007,22.14006571,22.97737112,23.85337,24.76765471,25.72107039,26.7164037,27.75727589,28.84562146,29.98186035,31.16337984,32.38528482,33.64093193,34.92476895,36.23459957,37.56916049,38.92482693,40.2978037,41.68496152,43.08553783,44.49885441,45.9222968,47.3530467,48.78992164,50.2327213,51.68439927,53.15122465,54.64166462,56.16290719,57.71614014,59.30305197,60.93189549,62.61248726,64.35129318,66.15074147,68.00775205,69.91598025,71.86595917,73.84945005,75.86579225,77.9130091,79.98012616,82.05359138,84.12400464,86.18562392,88.24098289,90.29941666
Kenya,KEN,"Population, total",SP.POP.TOTL,8120080,8377696,8647011,8928511,9222692,9530173,9851444,10187478,10539894,10910675,11301394,11713048,12146068,12600797,13077341,13575907,14096263,14638890,15205374,15797776,16417197,17063876,17736326,18431761,19146400,19877083,20622560,21382112,22153676,22935092,23724579,24521703,25326078,26136216,26950513,27768296,28589451,29415659,30250488,31098757,31964557,32848564,33751739,34678779,35635271,36624895,37649033,38705932,39791981,40901792,42030676,43178257,44343410,45519889,46699981,47878336,49051686,50221473,51393010
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,..,52.1345679,53.43333333,54.7382716,56.04814815,57.31975309,58.56049383,59.77407407,60.94197531,62.05802469,63.14938272,64.17283951,65.16049383,66.11481481,67.07777778,68.04197531,69.04197531,70.07901235,71.13333333,72.17407407,73.21111111,74.20246914,75.1691358,76.21358025,77.4617284,78.99506173,80.87037037,83.02222222,85.29506173,87.47283951,89.38271605,90.97777778,92.3037037,93.47654321,94.65432099,95.95432099,97.41111111,98.9962963,100.6864198,102.4345679,104.1925926,105.9864198,107.7839506,109.6728395,111.7271605,113.9814815,116.4728395,119.1691358,121.9271605,124.6049383,127.0703704,129.2938272,131.3209877,133.1975309,135.0506173,136.9506173,138.9185185,140.9358025,143.0209877
Kiribati,KIR,"Population, total",SP.POP.TOTL,41202,42229,43281,44338,45399,46429,47434,48417,49363,50267,51151,51980,52780,53553,54333,55114,55924,56764,57618,58461,59301,60104,60887,61733,62744,63986,65505,67248,69089,70853,72400,73692,74766,75716,76670,77723,78903,80187,81556,82972,84396,85849,87305,88835,90499,92325,94343,96527,98761,100930,102927,104728,106370,107890,109391,110930,112524,114158,115847
"Korea, Dem. People’s Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,..,96.88227722,98.59407026,100.2032057,102.0049747,104.2066689,106.8429034,109.8139191,113.0303297,116.3552778,119.6777676,122.9924508,126.2999003,129.5021261,132.4813388,135.1610331,137.4864712,139.4948758,141.3170252,143.1414833,145.1053899,147.2571215,149.5603687,151.9658998,154.3903164,156.7746699,159.096379,161.3818288,163.6767959,166.0472967,168.5329624,171.1581264,173.8842621,176.6118595,179.2042355,181.5654763,183.6511752,185.4934557,187.1667885,188.7840047,190.4250062,192.1184287,193.8331783,195.5188606,197.0993356,198.5231044,199.7746367,200.8830745,201.8947097,202.8763475,203.8770534,204.9114276,205.9680425,207.0380533,208.1035794,209.1506769,210.1797525,211.1949589,212.1901752
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,11424176,11665595,11871712,12065468,12282419,12547525,12864954,13222694,13609982,14010339,14410400,14809521,15207771,15593351,15952078,16274740,16554746,16796578,17015983,17235666,17472140,17731230,18008564,18298214,18590138,18877238,19156795,19431986,19708323,19993755,20293054,20609150,20937404,21265834,21577982,21862299,22113438,22335267,22536753,22731482,22929075,23132980,23339453,23542426,23732731,23904167,24054864,24188331,24310142,24428341,24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,..,267.112513,274.8603566,282.6222994,290.111497,297.5811113,305.1583143,312.3676446,319.7004147,327.0191375,334.2403794,340.8947128,347.3502592,353.5470558,359.6544267,365.7549762,371.6413332,377.4807692,383.2592266,389.1171055,395.2288513,401.4435828,407.6959569,413.7508086,418.8882024,423.0328012,427.261808,431.4917064,435.7375803,440.0688161,444.4254924,448.8461953,453.5347502,458.1653328,462.7984657,467.4786544,471.9539809,476.4003732,479.8517831,483.2746942,487.3326871,489.6647095,492.2485381,494.7554752,496.6176307,497.5174084,499.9823699,502.3074494,505.7707805,508.0139604,509.8159671,513.8042803,515.8755832,517.6122906,520.8524992,523.5255477,525.6562786,527.9180106,529.6521036
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,25012374,25765673,26513030,27261747,27984155,28704674,29435571,30130983,30838302,31544266,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51245707,51466201,51635256
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,..,88.7296776,91.30155231,93.87342702,96.44530174,99.01717645,101.5890512,104.2527785,106.8246533,109.396528,111.9684027,114.5402774,117.3877101,120.1432902,122.9907229,125.7463029,128.5937356,131.3493157,134.1048957,136.9523285,139.7079085,142.5553412,145.3109213,148.2502067,151.2813447,154.4961881,157.7110315,161.0177276,164.508129,167.814825,171.0296684,174.3363645,177.4593552,180.4904932,183.4297786,186.369064,189.1246441,191.6046661,180.5823459,161.8444016,156.1495361,156.2555341,156.3617158,156.4678975,156.5740792,156.6804446,157.9439699,159.2177827,160.5017911,161.7960871,163.1009461,164.508129,165.8124369,167.5484523,167.3371911,165.5001378,166.8228162,168.1546799,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,947000,966000,994000,1022000,1050000,1078000,1106000,1135000,1163000,1191000,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1805200,1824100,1821800,1801800,1816200,1830700,1845300
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,..,16.86734007,18.9308642,21.25398429,23.78776655,26.48916947,29.35836139,32.38855219,35.51621773,38.66324355,41.77609428,44.81717172,47.80673401,50.82126824,53.97138047,57.335578,60.93496072,64.73529742,68.69062851,72.73181818,76.80566779,80.77053872,84.60409652,88.49427609,92.71324355,97.37789001,102.8232323,108.8052189,114.1895062,117.4397868,117.5838384,113.9896745,..,..,..,90.11790123,91.29388328,95.97396184,102.7563973,109.5194164,114.7656004,118.0292929,119.9212682,121.303367,123.4843996,127.3960718,133.2026936,140.5173401,149.0465208,158.3078002,167.894725,177.7811448,187.9266554,197.8887767,207.123569,215.2407969,222.0467452,227.6148709,232.1722222
Kuwait,KWT,"Population, total",SP.POP.TOTL,269029,300576,337348,378746,423898,472037,523166,577164,632899,688979,744450,798642,851916,905635,961770,1021720,1085861,1153583,1224067,1296081,1368677,1439331,1507645,1576968,1652150,1735274,1832310,1938909,2034857,2092777,2095344,2031296,..,..,..,1605901,1626857,1710256,1831119,1951636,2045123,2103282,2136997,2161626,2200492,2270198,2373672,2504019,2656009,2821045,2991884,3168060,3348853,3526378,3690942,3835591,3956873,4056097,4137309
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,..,11.76173097,12.16579771,12.58446298,13.00990615,13.41657977,13.84410845,14.26746611,14.69395203,15.09280501,15.43222106,15.75755996,16.10114703,16.44316997,16.80865485,17.16579771,17.51147028,17.85140772,18.18091762,18.51929093,18.86027112,19.2168926,19.60010428,20.01199166,20.41918665,20.80448384,21.20177268,21.60896767,21.99374348,22.45828989,22.89468196,23.2721585,23.54223149,23.54900938,23.54066736,23.77685089,24.13138686,24.48592284,24.86444213,25.2367049,25.53910323,25.78258603,26.02033368,26.29457769,26.61470282,26.91657977,27.20750782,27.46819604,27.73044838,28.06725756,28.40406674,28.75182482,29.2346194,29.82064651,30.42492179,31.05787278,31.69708029,32.31595412,32.92909281
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6315800
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,..,9.403570191,9.623591854,9.84987435,10.08291594,10.32319757,10.56844021,10.81854419,11.0782149,11.35370017,11.64830156,11.96821924,12.30866984,12.64855719,12.95912045,13.22173744,13.42709272,13.58683709,13.72982236,13.89656846,14.11674177,14.39933276,14.73652946,15.12089688,15.53863085,15.97876083,16.43933276,16.92170711,17.42119151,17.93260399,18.45091854,18.97415945,19.49892114,20.01708839,20.5192591,20.99862652,21.45231802,21.88178076,22.29030329,22.68347487,23.06629116,23.43839688,23.80089255,24.16221837,24.5329636,24.92060659,25.32961005,25.75800693,26.19852686,26.64048094,27.07610485,27.50245667,27.92257366,28.34187175,28.76844021,29.20781629,29.66137782,30.12580156,30.59578423
Lao PDR,LAO,"Population, total",SP.POP.TOTL,2120898,2170344,2221125,2273351,2327137,2382594,2439196,2496920,2556852,2620434,2688428,2762265,2840841,2919287,2990965,3051577,3098973,3135842,3168843,3207328,3258144,3323366,3401191,3489903,3586316,3687898,3794198,3905530,4020811,4138845,4258472,4379236,4500351,4619944,4735845,4846483,4951195,5050315,5144602,5235346,5323700,5409582,5493246,5576640,5662208,5751676,5846074,5944948,6046620,6148623,6249165,6347567,6444530,6541304,6639756,6741164,6845846,6953035,7061507
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,..,34.6112451,35.07598559,35.54760756,36.02519455,36.4319088,36.71002958,36.9994855,37.3596212,37.67401441,37.93112097,38.20806804,38.51813621,38.84203164,39.18557464,39.49016014,39.72906618,39.95551161,40.16208438,40.29122452,40.38364203,40.50776577,40.69522156,40.93528523,41.19311531,41.46364718,41.80159496,42.23073831,42.66245418,42.87984758,42.81868609,42.61658306,42.03386004,41.21309987,40.52900444,39.95523765,39.50771692,39.115875,38.74877745,38.43465757,38.0659522,37.57749636,37.14343308,36.78620754,36.3869375,35.99586734,35.66719669,35.37727451,35.00742758,34.44305243,33.70107648,33.1142926,32.71661306,32.36287184,32.06468318,31.80326472,31.51394339,31.23589579,30.98330653
Latvia,LVA,"Population, total",SP.POP.TOTL,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1926542
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,..,182.269697,188.2010753,194.0372434,199.5336266,204.5332356,208.8579668,212.5843597,216.1067449,219.985044,224.5781036,230.1121212,236.3476051,242.614174,247.9743891,251.783871,253.8031281,254.3245357,253.8812317,253.2651026,253.0722385,253.5974585,254.7545455,256.3120235,257.8742913,259.2370479,260.1047898,260.797654,262.4315738,266.514174,274.002346,285.6017595,300.6971652,317.3143695,332.6839687,344.9051808,352.9486804,357.6172043,361.0478983,366.3505376,375.6381232,390.127175,408.8176931,428.9711632,446.6645161,459.3121212,465.273998,466.0160313,465.7615836,470.4815249,484.1701857,508.5379277,541.4109482,578.1643206,612.1612903,638.5804497,656.0235582,665.8722385,669.4941349
Lebanon,LBN,"Population, total",SP.POP.TOTL,1804941,1864619,1925297,1985001,2041229,2092375,2136617,2174738,2210772,2250447,2297434,2354047,2417836,2481943,2536778,2575749,2596406,2601740,2597205,2590902,2588929,2594302,2606139,2622072,2638054,2651995,2660872,2667960,2684675,2726440,2803044,2921706,3076132,3246126,3403357,3528380,3610665,3658424,3693520,3747766,3842778,3991001,4182205,4388375,4569378,4698763,4759753,4767344,4764741,4813026,4953061,5202343,5538634,5914621,6262410,6532678,6711121,6811873,6848925
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,..,28.09255599,28.62766798,29.18501318,29.76821476,30.37898551,31.02088274,31.69542161,32.4006917,33.13270751,33.89084321,34.67108037,35.47743742,36.32667984,37.24094203,38.2342556,39.3122859,40.46561265,41.67332016,42.90734519,44.14542161,45.38204875,46.6194664,47.85006588,49.06755599,50.2678195,51.43913043,52.58214756,53.72187088,54.89337945,56.11814888,57.39588274,58.70503953,60.02094862,61.30843215,62.53616601,63.71182477,64.82358366,65.79433465,66.52605402,66.95665349,67.05335968,66.85866271,66.48050066,66.07180501,65.74815547,65.54476285,65.44538867,65.45220685,65.55108696,65.73059947,66.00088933,66.3698946,66.81551383,67.30688406,67.82019104,68.3465415,68.88708827,69.43781291
Lesotho,LSO,"Population, total",SP.POP.TOTL,837270,852890,869136,886057,903763,922306,941794,962273,983685,1005909,1028926,1052614,1077095,1102878,1130635,1160792,1193521,1228536,1265202,1302667,1340255,1377799,1415367,1452728,1489691,1526131,1561692,1596394,1630996,1666563,1703747,1742539,1782285,1822236,1861324,1898598,1934291,1968044,1997516,2019731,2032804,2035740,2029829,2018348,2005940,1996114,1989939,1986922,1987129,1990131,1995581,2003787,2014990,2028519,2043437,2059021,2075001,2091412,2108132
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,..,11.85944767,12.1122093,12.37335963,12.64432101,12.92672342,13.2211794,13.52818729,13.84943937,14.18710548,14.54246262,14.91629983,15.30904277,15.72223837,16.15749585,16.61598837,17.08716777,17.56789867,18.07427326,18.62799003,19.23796719,19.92136628,20.65493148,21.35825374,21.9234946,22.27734635,22.40893895,22.35585548,22.15632267,21.86909261,21.55224252,21.1808451,20.78098007,20.52220723,20.62388912,21.22779277,22.43021179,24.15076827,26.13663829,28.02857143,29.57284053,30.66784676,31.40291736,31.94620017,32.5545162,33.41067276,34.56406769,35.94176703,37.45701827,38.97563331,40.4002907,41.70933347,42.93665905,44.10645764,45.26064161,46.4309593,47.62030731,48.81881229,50.03090739
Liberia,LBR,"Population, total",SP.POP.TOTL,1118657,1142302,1166648,1191802,1217901,1245102,1273464,1303035,1333978,1366502,1400730,1436738,1474567,1514366,1556290,1600452,1645836,1692140,1740914,1794248,1853001,1918826,1989483,2057227,2111671,2145754,2158429,2153316,2134097,2106431,2075912,2040139,2001624,1976699,1986493,2044661,2160478,2326202,2517481,2699712,2848456,2953927,3024729,3077058,3135651,3218116,3329211,3461911,3607860,3754133,3891356,4017443,4135659,4248334,4359505,4472230,4586788,4702228,4818977
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,..,0.851399229,0.881374109,0.913404072,0.947875581,0.985090421,1.025087807,1.06782284,1.113310297,1.161563818,1.212547598,1.266323016,1.322783227,1.381471862,1.441790468,1.503312798,1.565577367,1.628628505,1.693108994,1.759965105,1.829720268,1.902645578,1.978047672,2.054337497,2.129371881,2.201587347,2.270250747,2.335681485,2.398609864,2.460267456,2.521489139,2.582630688,2.643239142,2.702486445,2.759172852,2.812552144,2.862208873,2.908718756,2.953487843,2.998468918,3.045052116,3.09356309,3.143485797,3.194327495,3.245253873,3.295528377,3.345688078,3.395652841,3.443370426,3.486129329,3.522320038,3.55060925,3.572382555,3.5920519,3.615738773,3.647723269,3.689693897,3.740025234,3.795632381
Libya,LBY,"Population, total",SP.POP.TOTL,1448417,1498071,1550813,1607171,1667825,1733306,1803683,1878877,1958914,2043818,2133526,2228146,2327490,2430755,2536888,2645139,2754696,2865637,2979093,3096729,3219466,3347781,3480454,3614689,3746715,3873781,3994597,4109725,4220450,4328939,4436661,4544242,4650885,4755133,4854875,4948798,5036171,5118007,5196780,5275926,5357891,5443248,5531089,5620547,5710154,5798614,5886872,5974787,6058748,6133984,6197663,6247439,6285750,6320359,6362037,6418315,6492164,6580724,6678567
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,..,105.58125,108.05625,110.74375,113.55,116.55625,119.7,123.06875,126.46875,129.7875,132.9125,135.8,138.44375,141.01875,143.64375,146.4875,149.56875,152.8,156.09375,159.11875,161.74375,163.9875,165.85,167.43125,168.975,170.55,172.24375,173.98125,175.80625,177.80625,179.93125,182.24375,184.70625,187.34375,190.1625,193,195.925,198.9375,201.94375,204.80625,207.4,209.7,211.74375,213.59375,215.325,216.95625,218.5625,220.10625,221.69375,223.29375,224.9625,226.83125,228.84375,230.8375,232.64375,234.1875,235.3625,236.25,236.9375
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,16493,16893,17289,17719,18168,18649,19152,19691,20235,20766,21266,21728,22151,22563,22983,23438,23931,24448,24975,25459,25879,26238,26536,26789,27036,27288,27559,27837,28129,28449,28789,29159,29553,29975,30426,30880,31348,31830,32311,32769,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,37223,37470,37658,37800,37910
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,..,45.04706445,45.68203574,46.25,46.8283344,47.40666879,47.99058711,48.57051691,49.12013401,49.57436184,50.0907626,50.71858647,51.27029355,51.76193363,52.2318762,52.67472878,53.10567964,53.52641991,53.9169432,54.20934907,54.45440332,54.76941608,55.15601468,55.60293555,56.06581047,56.54982451,57.09818124,57.69570836,58.31284301,58.77879706,58.99550096,59.09594767,59.03181238,58.75260051,58.34626675,57.89888322,57.46032227,57.03792278,56.62621251,56.22587747,55.83178047,55.373612,54.93087109,54.48648692,53.87803127,53.00778558,52.1682993,51.55223357,51.02881532,50.46535301,49.4181412,48.31533087,47.67165087,47.19088951,46.80553871,46.36727853,45.78766499,45.15186156,44.53135138
Lithuania,LTU,"Population, total",SP.POP.TOTL,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2789533
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179.5473251,181.6975309,183.6111111,185.8559671,188.5164609,191.4230453,194.500823,197.5279835,201.090535,204.8489712,208.6226337,213.3115226,218.4962963,223.6049383,228.9378601,234.4049383,239.5119342,245.4057613,250.0938272
Luxembourg,LUX,"Population, total",SP.POP.TOTL,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607728
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,..,8523.1,8809.15,9212.25,9678.05,10161.4,10659.6,11170.9,11650,12041.95,12309.7,12436.9,12438.35,12347.35,12214.25,12081.4,11953.75,11833.9,11758.55,11772,11903.55,12168.65,12557.9,13046.55,13595.9,14175.15,14779.55,15409,16038.65,16639.15,17190.4,17681.3,18115.55,18509.95,18889.9,19275.65,19668.65,20067.6,20480.8,20919.15,21389.1,16843.76985,16622.99971,17043.14785,16842.75029,17244.92887,17265.69993,17277.77352,17645.17077,17844.06751,18121.85168,18422.47486,18864.18054,19055.1817,19478.81207,19805.42788,20159.0792,20479.76999,20777.50026
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,167791,170462,176183,184245,193561,203228,213192,223418,233000,240839,246194,248738,248767,246947,244285,241628,239075,236678,235171,235440,238071,243373,251158,260931,271918,283503,295591,308180,320773,332783,343808,353626,362311,370199,377798,385513,393373,401352,409616,418383,427782,437938,448821,460165,471597,482858,493799,504511,515239,526400,538219,550832,564039,577372,590208,602085,612836,622585,631636
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,..,8.982302163,9.204015201,9.434121471,9.672875469,9.920586718,10.17745125,10.44386629,10.72061251,11.00856519,11.30843106,11.62061079,11.94521443,12.28226261,12.63159886,12.99313203,13.36700657,13.75342023,14.15245383,14.56421226,14.98874196,15.42687519,15.87875125,16.34329711,16.81891529,17.30490594,17.80121746,18.30958146,18.83343364,19.3772707,19.94468652,20.53653919,21.15303504,21.79636826,22.46886371,23.17192283,23.90667538,24.67217044,25.46478488,26.27939781,27.11216081,27.96184613,28.82882863,29.71272999,30.61353819,31.53132029,32.46598514,33.41735736,34.38537848,35.37008116,36.3717715,37.3739324,38.40981961,39.4658869,40.54638536,41.65364043,42.78855277,43.95073909,45.13985562
Madagascar,MDG,"Population, total",SP.POP.TOTL,5099373,5223568,5352503,5486319,5625164,5769218,5918595,6073526,6234465,6401921,6576305,6757850,6946620,7142627,7345780,7556026,7773449,7998164,8230218,8469672,8716553,8971345,9234129,9504281,9780872,10063495,10352120,10647754,10952395,11268658,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,23589887,24234088,24894380,25570540,26262368
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,..,39.75130462,40.71959058,41.7257955,42.77016334,43.85299109,44.97697285,46.14395418,47.35281078,48.60201527,49.8916207,51.2207255,52.59385872,54.02379084,55.52686678,57.11492363,58.82107552,60.64863174,62.54629826,64.4409737,66.29656343,68.01425541,69.64345566,71.46716165,73.871521,77.09235257,81.31513577,86.35072126,91.6068095,96.26190072,99.75074247,101.8281184,102.7362431,102.9946012,103.3696436,104.4167904,106.3087505,108.8768137,111.9255197,115.1285745,118.2515698,121.2558337,124.2433602,127.2823611,130.4819474,133.9197285,137.6081778,141.5125796,145.607658,149.8531502,154.2173526,158.6986848,163.3008591,168.0024289,172.7783199,177.6124629,182.491398,187.4232075,192.4407616
Malawi,MWI,"Population, total",SP.POP.TOTL,3659984,3747753,3839043,3933908,4032371,4134460,4240429,4350452,4464423,4582198,4703782,4829090,4958549,5093363,5235073,5384795,5545651,5717953,5896865,6075495,6250440,6412384,6565985,6737924,6964607,7268267,7666391,8141146,8636690,9075572,9404500,9600355,9685973,9710331,9745690,9844415,10022789,10264906,10552338,10854322,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,16289540,16745303,17205289,17670260,18143315
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,..,25.62113529,26.45667935,27.31331,28.16570385,28.9957632,29.79785116,30.57776594,31.34373155,32.10896058,32.88428245,33.67047025,34.46743875,35.28424289,36.13180338,37.01776594,37.95065896,38.92957541,39.94168011,40.96798356,41.99691067,43.01950388,44.04568863,45.10553645,46.24044438,47.47809161,48.83193121,50.28762745,51.81088114,53.35249125,54.87695632,56.36870187,57.83794247,59.30573124,60.8050525,62.35765333,63.97082027,65.63017197,67.30985847,68.97366611,70.59582103,72.16289454,73.68251712,75.17522143,76.6722021,78.19391569,79.7502998,81.32816923,82.89759854,84.41649673,85.85614062,87.20424593,88.47408005,89.69372089,90.90415158,92.13502359,93.39462487,94.67365089,95.96282149
