Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,..,70.33579208,70.91523979,72.67967939,74.38606769,76.17873406,78.3319575,80.37174127,82.4978031,84.78949751,87.16374191,89.59124437,91.82009427,93.94083029,95.90179213,97.61084334,99.13295875,100.4931697,101.8469896,103.2146566,104.5173488,105.8647778,107.435358,108.9990147,110.4385801,111.9527068,113.6303358,115.4672063,117.3413575,119.154262,120.9155061,122.576625,124.0880888,125.522861,126.9496445,128.3366211,129.6889829,131.0231002,132.2863841,133.4367607,134.492481,135.4730462,136.3837807,137.2359222,138.0534367,138.867765,139.6453451,140.3765907,141.0977078,141.8012404,142.4877396,143.1721085,143.8713898,144.583453,145.3173521,146.0576422,146.8506776,147.6740508,148.3488333
China,CHN,"Population, total",SP.POP.TOTL,667070000,660330000,665770000,682335000,698355000,715185000,735400000,754550000,774510000,796025000,818315000,841105000,862030000,881940000,900350000,916395000,930685000,943455000,956165000,969005000,981235000,993885000,1008630000,1023310000,1036825000,1051040000,1066790000,1084035000,1101630000,1118650000,1135185000,1150780000,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,..,14.93268229,15.40596485,15.89002163,16.38141956,16.87719243,17.3769626,17.87968454,18.38098152,18.87557999,19.36013069,19.83233889,20.2942091,20.75215593,21.2153096,21.69040739,22.17946192,22.68097792,23.19393691,23.71608292,24.24561154,24.78289049,25.32836323,25.88029743,26.43644705,26.99522397,27.55518522,28.11664083,28.6818612,29.25416764,29.83557909,30.4266219,31.02529878,31.62800811,32.22981433,32.8268932,33.41720324,34.00072105,34.57801622,35.15049211,35.71876341,36.28298062,36.8412438,37.38969716,37.92334836,38.4386868,38.93726634,39.42092474,39.88731411,40.33353222,40.75953132,41.15646598,41.5293808,41.90830735,42.33367192,42.83070482,43.41720775,44.07486796,44.74870212
Colombia,COL,"Population, total",SP.POP.TOTL,16057724,16567811,17092918,17629979,18175185,18725245,19279740,19837510,20393699,20942456,21480065,22003980,22516425,23024517,23538386,24065507,24608113,25164545,25733673,26312994,26900506,27496617,28101819,28714190,29331238,29951201,30572478,31195413,31822525,32457499,33102575,33758337,34422569,35091275,35758979,36421438,37076387,37723800,38364309,38999471,39629968,40255967,40875360,41483869,42075955,42647723,43200897,43737516,44254975,44750054,45222700,45663099,46076848,46497267,46969209,47520667,48171392,48901066,49648685
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,..,104.3197172,105.963457,107.6689916,109.4857568,111.4583521,113.6367507,116.0112805,118.5249827,121.0773738,123.6184806,126.0848965,128.5518496,131.2240688,134.3922578,138.2536225,142.9086466,148.2536222,154.0214888,159.8318056,165.4105265,170.6641535,175.6829604,180.5996717,185.634599,190.9387363,196.5394884,202.3933303,208.4701705,214.7404551,221.1681819,227.7657099,234.5233668,241.4153602,248.4024636,255.4508245,262.5615175,269.7221835,276.9398082,284.1740906,291.4330909,298.7039128,306.0069755,313.3858038,320.9177756,328.6550134,336.606652,344.7716168,353.1590427,361.7689296,370.6028895,379.6716694,388.9688212,398.4443717,408.0547959,417.7452845,427.5077775,437.3412001,447.2444775
Comoros,COM,"Population, total",SP.POP.TOTL,191121,194139,197198,200372,203753,207424,211478,215897,220575,225325,230054,234644,239235,244208,250104,257290,265953,275900,286634,297447,307829,317606,326946,336096,345466,355337,365760,376654,387963,399632,411594,423872,436448,449274,462277,475394,488627,501953,515385,528848,542357,555888,569479,583211,597228,611627,626425,641620,657229,673252,689692,706569,723871,741505,759390,777424,795592,813892,832322
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,..,6.89781831,7.075798946,7.261344037,7.456311506,7.661887916,7.87898326,8.106845901,8.342947002,8.583761276,8.82690545,9.070848459,9.316672769,9.567695022,9.828691912,10.10281247,10.39256479,10.69633665,11.00830815,11.32025849,11.62696368,11.92753667,12.22614896,12.52899186,12.84474229,13.18066606,13.53471207,13.90737214,14.31101255,14.7613705,15.26742816,15.83919367,16.46805937,17.12173706,17.75566265,18.33935467,18.86029995,19.33225116,19.78340442,20.25522728,20.77846805,21.36192188,21.99848526,22.68391963,23.40878234,24.1661644,24.95667806,25.78402902,26.64749123,27.54618292,28.47923689,29.44582299,30.44518074,31.47650339,32.538959,33.63161112,34.75403145,35.90514722,37.08259236
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,15248251,15637699,16041190,16461830,16903831,17369883,17862049,18378625,18913878,19459816,20011036,20564067,21121363,21690443,22282136,22903581,23560464,24249130,24956385,25663592,26358908,27040322,27717291,28403851,29119673,29881229,30683869,31528708,32443781,33464765,34612023,35908244,37333914,38815834,40252975,41576234,42757243,43827180,44849967,45919613,47105826,48428545,49871666,51425580,53068880,54785903,56578037,58453683,60411195,62448574,64563854,66755153,69020747,71358807,73767447,76244544,78789127,81398764,84068091
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,..,3.054512445,3.131004392,3.211238653,3.295320644,3.383285505,3.475212299,3.571130307,3.671332357,3.776052709,3.885461201,3.999704246,4.118658858,4.24198243,4.369121523,4.499718887,4.633551977,4.770743777,4.911660322,5.056708638,5.206248902,5.360562225,5.519399707,5.68211713,5.847715959,6.015554905,6.185537335,6.358187408,6.534304539,6.714980966,6.901133236,7.093133236,7.291221083,7.495967789,7.70818448,7.928366032,8.157569546,8.3961347,8.643183016,8.897314788,9.1578653,9.422937042,9.693666179,9.976345534,10.2795549,10.60841874,10.96673792,11.35027526,11.74666471,12.13877306,12.51458565,12.86923572,13.20702196,13.53663543,13.87108053,14.21989751,14.58564861,14.96545242,15.35684627
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,1018253,1043116,1069238,1096638,1125352,1155392,1186785,1219541,1253760,1289522,1326885,1365899,1406522,1448637,1492055,1536654,1582358,1629209,1677332,1726866,1777934,1830632,1884875,1940443,1996995,2054312,2112361,2171321,2231465,2293166,2356737,2422305,2489952,2559873,2632345,2707537,2785810,2867280,2951647,3038433,3127411,3217933,3310387,3406922,3510468,3622775,3745141,3876119,4011486,4145391,4273731,4394844,4510198,4622761,4736974,4856095,4980999,5110702,5244363
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,..,27.05019585,28.07158245,29.11384646,30.15943987,31.19547591,32.21862515,33.2301606,34.22824128,35.21137877,36.18084606,37.13429299,38.0761653,39.02299256,39.99688602,41.01425774,42.08141402,43.19653349,44.35851939,45.56333725,46.80722679,48.09220525,49.41938895,50.78378378,52.17828045,53.59796318,55.03803369,56.49923619,57.98920877,59.51846847,61.09347826,62.71220133,64.3658441,66.04578927,67.74057971,69.43858206,71.13909127,72.83488053,74.49837446,76.09537799,77.60227184,79.00654132,80.31580494,81.55215433,82.74882491,83.93070897,85.10403447,86.26376812,87.40942029,88.53779867,89.64704269,90.73807286,91.81355268,92.87322758,93.9168821,94.94328241,95.9527027,96.94386996,97.91306306
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1330782,1381183,1433335,1486553,1539941,1592841,1645083,1696732,1747694,1797893,1847394,1896077,1944169,1992514,2042241,2094188,2148677,2205615,2264946,2326464,2389977,2455588,2523354,2593020,2664223,2736712,2810242,2884851,2960929,3039013,3119433,3202085,3286520,3372298,3458834,3545534,3632362,3718949,3803887,3885430,3962372,4034074,4100925,4164053,4225155,4285502,4345412,4404628,4463125,4520740,4577378,4633086,4688000,4742107,4795396,4847804,4899345,4949954,4999441
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,..,11.41997799,11.85775472,12.32272956,12.80317925,13.29196226,13.78530818,14.2898239,14.82117925,15.40085535,16.04422642,16.7570566,17.53471069,18.36951572,19.2493239,20.16478931,21.11305031,22.09589937,23.1140566,24.16955346,25.26305031,26.39525472,27.56285849,28.75764465,29.96888994,31.1892956,32.41283333,33.6421195,34.88914465,36.17122327,37.49961321,38.87549371,40.29063208,41.73472642,43.19318553,44.65333962,46.11675157,47.58070126,49.02331447,50.41689623,51.74423899,52.99693711,54.18722956,55.34468553,56.51098742,57.71859748,58.97772327,60.28690881,61.6527327,63.07907862,64.56902516,66.12784591,67.75845283,69.45756289,71.21912893,73.03818553,74.91419497,76.84738679,78.83405346
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,3503553,3631553,3770766,3918628,4071411,4226844,4383728,4544164,4713135,4897472,5102064,5328744,5576038,5841506,6121285,6412403,6713950,7026496,7350270,7685918,8033650,8393691,8764989,9144931,9530107,9918196,10307281,10698194,11094748,11502449,11924877,12362407,12812421,13271643,13735433,14199762,14665127,15130663,15589414,16032573,16454668,16853026,17231539,17599610,17970494,18354514,18754916,19171237,19605569,20059147,20532950,21028655,21547188,22087505,22647683,23226143,23822714,24437469,25069229
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,..,74.53571812,75.06192094,75.57994992,76.06646396,76.56810946,77.10071544,77.60119835,78.08313361,78.54569844,78.91704525,79.2572885,79.60228939,79.95279914,80.31944196,80.70259345,81.12920766,81.55197639,81.93677339,82.18168485,82.27118583,82.48093364,82.88739045,83.31700948,83.71105348,84.08901806,84.44725452,84.77454838,85.05109998,85.26667859,85.44746915,83.86732248,81.84256841,82.28336612,83.2055804,82.6333393,81.40580564,81.0096463,81.06125917,80.71180469,79.91954928,76.9029154,76.94820247,76.97011268,76.922802,77.02189064,77.04001072,77.02317727,77.01402788,76.93318442,76.75888134,76.49431737,76.2608649,76.04876698,75.73961758,75.11801287,74.59522873,73.7049857,73.077198
Croatia,HRV,"Population, total",SP.POP.TOTL,4140181,4167292,4196712,4225675,4252876,4280923,4310701,4338683,4365628,4391490,4412252,4431275,4450564,4470161,4490660,4512082,4535934,4559571,4581085,4594778,4599782,4611509,4634234,4658254,4680285,4701417,4721446,4739745,4755207,4767260,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4089400
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,..,67.88826816,69.39981378,70.98039106,72.56296089,74.09840782,75.56319367,76.96815642,78.338473,79.71493482,81.12235568,82.57060521,84.03486965,85.46372439,86.78719739,87.95569832,88.95891993,89.81510242,90.54044693,91.16248603,91.70818436,92.16842644,92.55416201,92.93579143,93.40455307,94.02151769,94.82215084,95.77879888,96.81108939,97.80234637,98.66840782,99.38121043,99.9663594,100.4590875,100.9167784,101.3803724,101.8556145,102.3252514,102.7811173,103.2092179,103.5980447,103.9540689,105.2697716,105.5374342,105.7265764,105.8021608,105.8089636,105.7038895,105.5709414,105.4745303,105.4662909,105.150241,105.7511164,108.2586836,108.6993078,108.8711882,108.9704768,109.010373,108.9995962
Cuba,CUB,"Population, total",SP.POP.TOTL,7141250,7291200,7453540,7623294,7793262,7958169,8115487,8266380,8413552,8561384,8712541,8868083,9025345,9178804,9320945,9446442,9554188,9646142,9724044,9790851,9849459,9898889,9940317,9981304,10031649,10097911,10183899,10286643,10397511,10503972,10596987,10673542,10736387,10789306,10838462,10888252,10939293,10989732,11038692,11084670,11126430,11164667,11199651,11229183,11250365,11261582,11261248,11251122,11236971,11226709,11225832,11236670,11257101,11282720,11306902,11324781,11335109,11339259,11338138
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,..,284.0653153,289.2207207,294.7297297,299.8828829,304.6531532,307.8423423,311.1261261,315.9864865,321.1283784,325.9887387,331.9572072,332.6801802,330.8828829,334.1238739,335.8761261,336.4842342,336.6193694,334.1013514,332.9977477,333.4256757,334.75,338.0653153,340.4481982,342.2072072,343.9436937,343.8333333,341.1171171,336.1576577,330.9391892,327.4774775,325.231982,324.1261261,324.9977477,325.7432432,326.8896396,329.518018,330.981982,325.3873874,314.027027,301.4864865,290.6463964,291.0022523,297.0653153,302.2342342,310.0405405,318.1058559,324.4504505,328.5585586,330.704955,334.9166667,339.7094595,342.5405405,346.4459459,351.1463964,355.8108108,359.6036036,360.7545045,..
Curacao,CUW,"Population, total",SP.POP.TOTL,124826,126125,128414,130860,133148,135266,136682,138140,140298,142581,144739,147389,147710,146912,148351,149129,149399,149459,148341,147851,148041,148629,150101,151159,151940,152711,152662,151456,149254,146937,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159849
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,..,62.38041126,62.520671,62.54469697,62.62175325,62.87510823,63.34512987,63.99437229,64.77218615,65.5969697,66.40887446,67.19253247,67.96515152,68.73452381,69.51645022,70.31937229,71.16093074,72.02651515,72.86222944,73.59361472,74.1780303,74.58582251,74.85952381,75.11655844,75.51017316,76.15638528,77.09307359,78.28744589,79.70497835,81.28214286,82.96699134,84.75367965,86.64621212,88.60887446,90.59632035,92.57391775,94.5262987,96.4491342,98.34437229,100.2214286,102.0876623,103.925974,105.7320346,107.5284632,109.3515152,111.2188312,113.1501082,115.1204545,117.0522727,118.8401515,120.4125541,121.7351732,122.8404762,123.7950216,124.7061688,125.6477273,126.6436147,127.6709957,128.7083333
Cyprus,CYP,"Population, total",SP.POP.TOTL,572930,576395,577691,577913,578625,580966,585309,591308,598495,606116,613618,620859,627998,635107,642332,649751,657527,665525,673247,680005,685405,689173,691702,694077,697714,703685,712340,723376,736474,751047,766615,783124,800611,818746,837110,855383,873423,891190,908702,926046,943290,960276,976964,993563,1010408,1027662,1045507,1063713,1081563,1098083,1112612,1124833,1135046,1143866,1152285,1160985,1170187,1179680,1189265
Czech Republic,CZE,Population density (people per sq. km of land area),EN.POP.DNST,..,124.0669212,124.5588197,125.1544584,125.8936715,126.5608645,127.1002977,127.5126052,127.8160476,128.0779086,127.5795393,127.1750356,127.7032742,128.4103274,129.266973,130.1749709,131.0461887,131.8332471,132.5494759,133.1997023,133.3530866,133.3064708,133.490695,133.6075579,133.6898279,133.7791899,133.8453087,133.9111945,134.014184,134.089142,133.7304905,133.4098356,133.5463052,133.6851948,133.7334929,133.6515206,133.4960657,133.3522842,133.2259997,133.0899444,132.7172641,132.2195548,131.964747,131.9269833,131.9842221,132.1669169,132.5424595,133.3181618,134.4285178,135.1965825,135.6086225,135.8892802,136.0971773,136.1599586,136.30338,136.589289,136.8341362,137.1981093,137.6028879
Czech Republic,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10625695
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,..,108.8432145,109.6938164,110.561317,111.4484777,112.320321,113.225891,114.1221147,114.8190465,115.455747,116.3265754,117.137739,117.8096767,118.5239792,119.0771064,119.4208638,119.7214067,120.0948549,120.4684447,120.7362199,120.8831288,120.8487966,120.7600283,120.6771354,120.6139453,120.6628362,120.8243039,120.948903,121.0076905,121.080302,121.2771644,121.5923095,121.8800377,122.2867782,122.7004478,123.3413387,124.0413387,124.5578836,125.0110535,125.425383,125.8452981,126.2970304,126.7011784,127.046288,127.3750412,127.72642,128.1468772,128.7164271,129.4749234,130.1695734,130.7490691,131.2885223,133.1643725,133.7206954,134.4004525,135.3532508,136.4136699,137.2941176,138.0673017
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5797446
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,..,3.817860224,4.064020708,4.341156169,4.64119931,4.959577222,5.300517688,5.668550475,6.059620362,6.46622088,6.887791199,7.306816221,7.731837791,8.221225194,8.851639344,9.671397757,10.72286454,11.97062123,13.28766178,14.49892148,15.48576359,16.17502157,16.62083693,16.98886972,17.51583261,18.36121657,19.60142364,21.15314927,22.82135462,24.32545298,25.47014668,26.17963762,26.53382226,26.6822692,26.84926661,27.19534081,27.76764452,28.51005177,29.35560828,30.19736842,30.95703192,31.62273512,32.22355479,32.77139776,33.28744607,33.79007765,34.27795513,34.74767041,35.21820535,35.71281277,36.24667817,36.82804142,37.45194133,38.10582399,38.77031924,39.43024159,40.0824849,40.72894737,41.36842105
Djibouti,DJI,"Population, total",SP.POP.TOTL,83636,88498,94204,100628,107583,114963,122866,131397,140462,149887,159659,169372,179224,190568,205181,224183,248556,277479,308008,336085,358960,374937,385271,393802,406017,425613,454361,490330,528999,563864,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,783254,794563,805451,816358,827823,840198,853674,868136,883293,898696,913993,929112,944097,958920
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,..,81.376,82.64266667,83.89066667,85.23466667,86.71733333,88.41466667,90.248,92.05333333,93.61733333,94.764,95.424,95.64133333,95.65066667,95.736,96.12533333,96.872,97.92,99.04533333,99.94,100.4186667,100.412,100.004,99.31066667,98.468,97.60133333,96.71066667,95.78933333,94.944,94.29733333,93.892,93.832,94.05866667,94.44133333,94.724,94.79733333,94.58133333,94.132,93.58,93.11333333,92.86666667,92.88133333,93.116,93.46666667,93.84266667,94.11866667,94.29066667,94.39333333,94.436,94.468,94.504,94.55466667,94.62,94.688,94.78,94.91066667,95.076,95.27733333,95.5
Dominica,DMA,"Population, total",SP.POP.TOTL,60011,61032,61982,62918,63926,65038,66311,67686,69040,70213,71073,71568,71731,71738,71802,72094,72654,73440,74284,74955,75314,75309,75003,74483,73851,73201,72533,71842,71208,70723,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,70589,70718,70795,70827,70851,70878,70916,70965,71016,71085,71183,71307,71458,71625
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,..,70.50879735,72.88383357,75.30757607,77.77131029,80.26837094,82.7943697,85.34655351,87.92295591,90.52212792,93.14262058,95.78161871,98.43632788,101.1066239,103.7919478,106.4921755,109.2065825,111.9333471,114.6675637,117.404202,120.1392465,122.8712275,125.6007038,128.3308011,131.0652867,133.8072656,136.554792,139.3072449,142.0708135,144.8538191,147.6608156,150.4949079,153.3500724,156.2091285,159.050031,161.8556614,164.6193956,167.34438,170.0357276,172.7030221,175.3533637,177.9880149,180.6039122,183.1984475,185.7678327,188.3100186,190.8235562,193.3111364,195.7788243,198.2350859,200.685593,203.1299938,205.5663631,207.9947009,210.4156075,212.8271579,215.2296212,217.6181122,219.9785759
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3294224,3406280,3521018,3638109,3757132,3877765,3999796,4123092,4247558,4373124,4499720,4627210,4755459,4884461,5014189,5144637,5275770,5407500,5539590,5671797,5803927,5935909,6067770,6199661,6331764,6464229,6596962,6729933,6863441,6997888,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,9097257,9218686,9338861,9458075,9576737,9695121,9813210,9930911,10048224,10165178,10281680,10397743,10513131,10627165
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,..,16.88401965,17.3717707,17.87670134,18.39999278,18.94226629,19.50376391,20.08384626,20.68147305,21.29521384,21.92376824,22.56689062,23.2241692,23.89410129,24.57477243,25.26489669,25.96368661,26.67144921,27.38893585,28.11758416,28.85849588,29.61151568,30.37637986,31.15371334,31.94430718,32.74855151,33.56622598,34.39661899,35.23905144,36.09258055,36.95612628,37.82861942,38.70874512,39.59495015,40.48548259,41.37842797,42.27414391,43.1709724,49.11599694,50.09709696,51.05944194,51.9997866,52.9210219,53.83184893,54.74467708,55.66857384,56.60889032,57.56384684,58.52689241,59.48793687,60.4409607,61.37817281,62.30512965,63.24478177,64.22869222,65.27629248,66.40004429,67.58480029,68.78868175
Ecuador,ECU,"Population, total",SP.POP.TOTL,4543666,4674172,4809201,4948986,5093854,5243977,5399422,5560012,5725459,5895367,6069376,6247418,6429379,6614843,6803280,6994334,7187787,7383724,7582353,7784072,7989186,8197652,8409397,8624594,8843462,9066109,9292474,9522360,9755579,9991870,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,16212020,16491115,16785361,17084357
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,..,27.49132252,28.24075142,29.00334823,29.78037571,30.57212517,31.38038073,32.2030338,33.03214426,33.85718921,34.67160581,35.47331358,36.26767693,37.06520066,37.88050229,38.72534231,39.6029233,40.51392737,41.46439902,42.46063087,43.50701994,44.60305691,45.74744688,46.94187152,48.18789693,49.48388367,50.83364709,52.22934351,53.64332312,55.03911296,56.3910543,57.68702496,58.9349681,60.15436034,61.37506053,62.61895022,63.89233914,65.1888794,66.502857,67.82419107,69.1461761,70.47331458,71.81178663,73.15897031,74.5110985,75.86877191,77.22503692,78.58970918,80.00007936,81.5056487,83.13951982,84.91561605,86.81725853,88.80871967,90.83796675,92.86508313,94.87877041,96.88341253,98.87346929
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26632894,27366237,28112256,28871383,29644875,30433022,31237600,32056510,32881848,33703139,34513850,35311910,36102659,36896554,37708146,38549142,39422730,40329589,41275736,42267435,43309063,44400113,45539296,46728286,47968642,49258732,50602354,51991700,53399246,54788685,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,92442547,94447072,96442593,98423595
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,..,136.5275779,140.5847482,144.8069065,149.1397122,153.5401918,157.9833094,162.4644125,166.9843645,171.5509832,176.1663309,180.8181775,185.482446,190.1328537,194.7366906,199.2658034,204.9952703,209.3850386,213.6426158,217.7185811,221.5798263,225.2106178,228.6320946,231.8984073,235.0885618,238.2628861,241.4254826,244.572249,247.7448842,250.994305,254.3474421,257.8280888,261.4055502,264.9844112,268.4323842,271.6505792,274.6109073,277.3303089,279.8149131,282.0871622,284.1667954,286.0524131,287.7478764,289.2894305,290.7237934,292.0908784,293.4072876,294.6819498,295.934556,297.1856178,298.4495656,299.7378378,301.0580598,302.4165058,303.8189189,305.2666023,306.7636583,308.3070463,309.8814672
El Salvador,SLV,"Population, total",SP.POP.TOTL,2766324,2846600,2931192,3019224,3109563,3201313,3293952,3387383,3481624,3576838,3673068,3770059,3867309,3964270,4060260,4154692,4247502,4338458,4426675,4511129,4591134,4666364,4737257,4804935,4871035,4936807,5002336,5067537,5133274,5200602,5270079,5342198,5416323,5490477,5561919,5628600,5689938,5746284,5797765,5844846,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,..,9.226060606,9.348270945,9.483065954,9.647700535,9.85026738,10.10716578,10.40249554,10.67426025,10.83778966,10.83714795,10.65404635,10.32089127,9.898253119,9.474901961,9.11942959,8.84,8.633012478,8.544670232,8.626737968,8.910124777,9.425098039,10.14723708,10.98773619,11.82003565,12.55322638,13.15590018,13.65351159,14.08060606,14.49625668,14.94431373,15.4314795,15.94531194,16.49329768,17.0801426,17.71008913,18.39048128,19.12513369,19.91058824,20.74046346,21.61073084,22.51928699,23.47180036,24.48,25.55967914,26.72139037,27.96777184,29.29365419,30.68948307,32.14256684,33.64131907,35.18192513,36.7626025,38.37479501,40.00983957,41.66017825,43.32188948,44.99112299,46.66573975
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,255333,258791,262219,266000,270618,276300,283506,291790,299413,304000,303982,298846,289501,277646,265771,255800,247962,242156,239678,241980,249929,264374,284630,308206,331552,352118,369023,382981,394961,406620,419188,432853,447266,462637,479098,496768,515853,536460,558492,581770,606181,631666,658384,686664,716949,749535,784496,821687,860840,901599,943639,986853,1031191,1076413,1122276,1168568,1215179,1262001,1308974
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..,10.2309703,10.49986139,10.78073267,11.07088119,11.36820792,11.6720297,11.98318812,12.30331683,12.63488119,12.97965347,13.33837624,13.71086139,14.09664356,14.49488119,14.90533663,15.32648515,15.75861386,16.20563366,16.67266337,17.16253465,17.66892079,18.18636634,18.71839604,19.27034653,19.8409604,20.44350495,21.06358416,21.63965347,22.09050495,22.36290099,22.43918812,22.35243564,22.16461386,21.96465347,21.8239802,21.74716832,21.73444554,21.84586139,22.15252475,22.69718812,23.51209901,24.56493069,25.75220792,26.92874257,27.98672277,28.89311881,29.66867327,30.32454455,30.89029703,31.39044554,31.82150495,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1007590,1033328,1060486,1088854,1118159,1148189,1178875,1210302,1242635,1276123,1310945,1347176,1384797,1423761,1463983,1505439,1547975,1591620,1636769,1683939,1733416,1784561,1836823,1890558,1946305,2003937,2064794,2127422,2185605,2231141,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,..,..,..,..,..,..,..
