Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Liechtenstein,LIE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,Arable land (hectares),AG.LND.ARBL.HA,1639000,1525000,1616400,1906500,1878800,1835600,1861500,2053700,2127400,2185700,2260500,2290500,2350200,2173100
Lithuania,LTU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,110.1549725,147.3842623,173.7602079,97.56412274,102.1678731,90.06537372,86.6811711,44.25573355,103.5348312,77.63279499,107.0559611,109.6358874,111.7521913,121.9106346
Low & middle income,LMY,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,99.70270064,104.4583725,109.1301653,109.4418223,114.7210386,121.5003557,121.7545663,124.0950998,132.2842163,136.2075846,136.5803327,138.0276951,140.4027081,138.0749941
Low income,LIC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,5.803792975,8.555216625,6.930214356,7.670087584,8.409844737,8.038645089,7.904739734,10.30894125,10.12201438,12.25315562,10.7692674,13.0112292,11.74889359
Lower middle income,LMC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,78.27299287,82.34746854,88.15178351,93.74641094,97.82242107,102.1213424,106.7281986,114.7001218,120.0057342,122.7114798,116.0933073,119.6088886,122.3635546,125.6871969
Luxembourg,LUX,Arable land (hectares),AG.LND.ARBL.HA,62000,62000,62000,60000,60000,61000,62000,61770,61950,62120,62560,62450,62610,62800
Luxembourg,LUX,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,581.1451613,267.4677419,333.6129032,313.15,293.6333333,276.4098361,250.516129,244.5847499,258.1920904,270.6052801,258.519821,247.5900721,240.7602619,237.2611465
"Macao SAR, China",MAC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macedonia, FYR",MKD,Arable land (hectares),AG.LND.ARBL.HA,499000,471000,461000,448000,439000,431000,424000,420000,414000,414000,414000,413000,414000,415000
"Macedonia, FYR",MKD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,30.85971944,32.80467091,53.48156182,62.02232143,57.46697039,67.12296984,56.15801887,56.69761905,67.11111111,63.61835749,57.59444444,69.60615012,71.85695652,66.37686747
Madagascar,MDG,Arable land (hectares),AG.LND.ARBL.HA,2950000,2950000,2950000,3000000,3000000,3000000,3200000,3500000,3500000,3500000,3500000,3500000,3500000,3500000
Madagascar,MDG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.094237288,2.148135593,2.203050847,5.450666667,2.466333333,3.191666667,4.1428125,2.266571429,2.416285714,3.159428571,2.935825714,2.867405714,5.576308571,3.445902857
Malawi,MWI,Arable land (hectares),AG.LND.ARBL.HA,2850000,3000000,3000000,3200000,3300000,3000000,3450000,3500000,3700000,3600000,3750000,3800000,3800000,3800000
Malawi,MWI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,29.71368421,31.07733333,34.406,30.491875,36.82454545,41.71866667,34.87043478,30.84571429,35.37648649,29.52277778,24.637368,27.34841842,37.68256842,30.19682895
Malaysia,MYS,Arable land (hectares),AG.LND.ARBL.HA,922100,911900,918000,957600,926700,935500,920900,928000,931000,954000,950000,954000,954000,954000
Malaysia,MYS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1177.018762,1304.132032,1627.809368,1457.356934,1662.098845,1836.520577,2026.900858,1527.602371,2002.72073,1553.743187,1656.650926,1485.451572,1787.816677,1539.298753
Maldives,MDV,Arable land (hectares),AG.LND.ARBL.HA,3000,3000,3000,3000,3000,3000,4000,4000,3900,3900,3900,3900,3900,3900
Maldives,MDV,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6,8,10.33333333,29.66666667,117.6666667,87.33333333,16.75,98.5,94.35897436,36.66666667,134.8,176.6897436,194.8871795,197.725641
Mali,MLI,Arable land (hectares),AG.LND.ARBL.HA,4900000,5942000,5002000,5603000,5677000,5808000,5761000,6255400,6261000,6861000,6861000,6411000,6411000,6411000
Mali,MLI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,52.04158337,15.69248617,17.50132112,31.05027548,22.48168721,6.088979122,19.60038333,22.00728757,20.6853447,31.45517548,29.07069256,29.05942911
Malta,MLT,Arable land (hectares),AG.LND.ARBL.HA,9000,9300,9000,8200,8000,8000,8000,8000,9080,9080,9000,8970,8970,8970
Malta,MLT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,103.2222222,94.19354839,130,105.6097561,148,110.75,74,54.25,63.76651982,91.85022026,235.0166667,395.9810479,446.6532887,440.212932
Marshall Islands,MHL,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Marshall Islands,MHL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2,2,0.5,0.5,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Arable land (hectares),AG.LND.ARBL.HA,400000,400000,400000,400000,400000,400000,400000,390000,450000,400000,400000,450000,450000,450000
Mauritania,MRT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,Arable land (hectares),AG.LND.ARBL.HA,89000,88000,87000,85000,83000,81000,80000,80000,80000,78000,76000,75000,75000,74000
Mauritius,MUS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,318.3707865,299.4545455,307.6896552,352.1529412,257.8674699,282.2222222,228.775,227.9625,163.2,243.2307692,274.8453947,248.1482667,284.7185333,147.3285135
Mexico,MEX,Arable land (hectares),AG.LND.ARBL.HA,23184000,23652000,23214000,23296000,23363000,23519000,23863000,23888000,23507000,22977000,23150000,22975000,22993090,22913100
Mexico,MEX,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,65.2603951,66.75558092,73.21211338,79.18938874,69.03282969,75.04081806,52.15676989,51.92485767,75.0576424,72.87861775,95.41274255,95.78360392,100.1095233,102.2054816
"Micronesia, Fed. Sts.",FSM,Arable land (hectares),AG.LND.ARBL.HA,2500,2500,2500,2500,2500,2500,2500,2000,2000,2000,2000,2000,2000,2000
"Micronesia, Fed. Sts.",FSM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,88.57817617,98.28666892,97.17552638,100.7274008,97.16677346,92.47078721,99.06791279,82.27895173,81.50356461,85.19897316,107.8208041,109.5092791,111.1002487,105.3274777
Middle East & North Africa (excluding high income),MNA,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,87.88421007,94.03588718,93.60689725,98.03726796,93.81224393,86.7582397,98.33680545,81.58567923,77.44075407,75.79422188,104.5455711,106.3874822,102.7039227,96.51563408
Middle East & North Africa (IDA & IBRD countries),TMN,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,87.88421007,94.03588718,93.60689725,98.03726796,93.81224393,86.7582397,98.33680545,81.58567923,77.44075407,75.79422188,104.5455711,106.3874822,102.7039227,96.51563408
Middle income,MIC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,107.8023475,114.2391613,119.8271437,120.5745465,126.3337631,134.0511887,134.8622834,137.7812892,146.8839032,151.769445,152.2247298,154.0079295,156.285887,153.5881153
Moldova,MDA,Arable land (hectares),AG.LND.ARBL.HA,1843000,1845000,1840000,1833000,1820000,1822000,1821000,1817000,1813000,1811000,1814000,1816000,1817000,1822900
Moldova,MDA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.138903961,7.533875339,8.315217391,9.001636661,8.46043956,11.02250274,12.45304778,9.364336819,11.05956977,13.04748758,19.12899669,24.66960352,39.84589983,21.94305777
Monaco,MCO,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Arable land (hectares),AG.LND.ARBL.HA,756000,704000,704000,695000,696000,703000,834000,622000,614000,611000,647000,566400,567200,567200
Mongolia,MNG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.883597884,5.705965909,8.342329545,5.261870504,9.359195402,8.560455192,8.322541966,12.17041801,18.04560261,22.85597381,26.1836476,44.81502472,33.9550952,38.27843794
Montenegro,MNE,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,174000,174000,173000,173000,172000,173000,172000,7800,8730,8700
Montenegro,MNE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,18.70114943,15.63218391,14.79190751,11.32947977,14.35465116,12.54913295,12.49087209,324.9025641,276.9163803,262.4678161
Morocco,MAR,Arable land (hectares),AG.LND.ARBL.HA,8402000,9055000,8210000,8122000,8064000,8065000,8052000,8039600,7729300,7803800,8047000,8130000,8130000,8130000
Morocco,MAR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,65.55427279,55.31120928,48.95761267,63.78724452,60.16865079,58.82951023,53.82662692,41.06535151,57.17102454,59.12004408,56.99266808,63.57613776,66.70885609,71.10559656
Mozambique,MOZ,Arable land (hectares),AG.LND.ARBL.HA,4450000,4500000,4600000,5000000,4900000,5200000,5400000,5500000,5650000,5650000,5650000,5650000,5650000,5650000
Mozambique,MOZ,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.97752809,0.736222222,2.259782609,1.4274,4.643061224,2.660769231,11.41722222,4.033454545,8.199469027,7.355929204,5.619522124,5.258031858,6.561060177,4.492784071
Myanmar,MMR,Arable land (hectares),AG.LND.ARBL.HA,9862000,9851000,9912000,10059000,10336000,10577000,10694000,10794000,10811000,10786000,10751000,10772000,10789000,10879000
Myanmar,MMR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.290103427,10.30900416,19.91162228,6.52112536,9.01625387,15.77290347,7.609687675,6.236427645,6.637221349,14.99517894,15.63544042,19.53137393,24.40211048,23.84941539
Namibia,NAM,Arable land (hectares),AG.LND.ARBL.HA,816000,815000,815000,814000,813000,800000,800000,800000,800000,800000,800000,800000,800000,800000
Namibia,NAM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.903186275,1.411042945,3.204907975,1.911547912,2.846248462,2.465,0.28625,1.59,4.43375,6.605,15.0339625,10.8612125,6.1386625,18.9677875
Nauru,NRU,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Arable land (hectares),AG.LND.ARBL.HA,2335000,2315000,2300000,2280000,2260000,2240000,2220000,2200000,2180000,2162700,2118000,2114000,2113700,2113700
Nepal,NPL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,16.68094218,5.0587473,8.025217391,3.568859649,5.642035398,1.608928571,1.364864865,18.20272727,25.08669725,35.8098673,26.69499528,54.44512772,67.37048777,73.79621517
Netherlands,NLD,Arable land (hectares),AG.LND.ARBL.HA,916000,906000,1127500,1111000,1069800,1059800,1066600,1054700,1022600,1006000,1011000,1038400,1045000,1033000
Netherlands,NLD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,428.8231441,438.2913907,357.3135255,337.8064806,353.1463825,302.1390828,267.7086068,238.1710439,293.3258361,246.8111332,289.8120673,255.816641,255.5578947,258.1481123
New Caledonia,NCL,Arable land (hectares),AG.LND.ARBL.HA,6800,6800,6800,6800,6800,6800,6800,6800,6800,6500,6000,6200,6240,6240
New Caledonia,NCL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,260.5882353,536.4705882,231.3235294,282.5,240,267.6470588,199.4117647,99.41176471,150,209.3846154,250.0733333,248.5596774,308.6826923,247.1314103
New Zealand,NZL,Arable land (hectares),AG.LND.ARBL.HA,476000,415000,420000,425000,399000,431000,453000,471000,499000,471000,509000,547000,590000,590000
New Zealand,NZL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1836.390756,2279.081928,1760.647619,2718.687059,2494.977444,2304.607889,1726.609272,1271.819533,1270.635271,1780.609342,1692.766208,1493.239488,1490.952542,1716.99322
Nicaragua,NIC,Arable land (hectares),AG.LND.ARBL.HA,2000000,2050000,1950000,2000000,1860000,1800000,1700000,1650000,1531000,1503000,1532000,1504000,1504000,1504000
Nicaragua,NIC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,28.4085,31.89560976,32.97538462,28.1135,32.62741935,31.47,27.10823529,34.69151515,34.73612018,51.57285429,50.20496084,34.41954787,50.94215426,57.04924867
Niger,NER,Arable land (hectares),AG.LND.ARBL.HA,13960000,14050000,14105000,14123000,14137000,14925000,14920000,14900000,15100000,15600000,15900000,16800000,16800000,16800000
Niger,NER,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.611819484,0.29366548,0.239985821,0.38766551,0.527622551,0.354907873,0.153418231,0.353489933,0.49602649,0.485641026,0.923294969,0.637150595,0.999243452,0.566452976
Nigeria,NGA,Arable land (hectares),AG.LND.ARBL.HA,34000000,35000000,35000000,36000000,36800000,37000000,36000000,32000000,33000000,34000000,35000000,34000000,34000000,34000000
Nigeria,NGA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.528882353,6.141,4.545114286,7.197333333,10.03888587,4.205054054,5.876833333,5.26103125,12.21366667,6.561294118,8.668697143,15.96531618,13.07356941,8.290194118
North America,NAC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,101.0415815,106.839135,108.1269138,106.3831905,108.8138016,111.4441551,102.0195558,98.44039275,106.6849117,121.6798425,124.2255812,126.0174583,125.4921368,126.9171165
Northern Mariana Islands,MNP,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Northern Mariana Islands,MNP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Arable land (hectares),AG.LND.ARBL.HA,878000,871000,869000,862000,858000,852600,845100,834880,825600,818000,811900,806200,806500,805600
Norway,NOR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,205.5797267,213.5074627,215.2301496,218.8654292,216.4184149,220.4175463,213.5569755,179.1251437,170.0036337,192.1589242,187.3210987,191.1932523,194.9386237,204.6822244
Not classified,INX,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,116.8058991,122.422977,123.1771535,120.9277419,120.1099641,126.0982842,108.7437578,103.0917568,115.1262324,120.7328856,125.5567898,129.0762612,129.6899625,131.2391454
Oman,OMN,Arable land (hectares),AG.LND.ARBL.HA,31000,31000,29000,28000,26000,28000,30000,37000,34300,36900,33700,37700,38000,38000
Oman,OMN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,382.9354839,391.9032258,472.4137931,1365.821429,1063.615385,363.75,724.1,632.4324324,113.877551,653.604336,1031.395846,793.4164456,264.4234211,299.8994737
Other small states,OSS,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,52.05507214,70.37541417,86.19482306,79.39389954,84.55503127,84.6723129,91.09885899
Pacific island small states,PSS,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,Arable land (hectares),AG.LND.ARBL.HA,31220000,31190000,30310000,30170000,30320000,30180000,29460000,29420000,29390000,30100000,30240000,30470000,30440000,30440000
Pakistan,PAK,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,97.47085202,100.9701828,110.7789508,123.4834604,125.7302441,118.4234924,119.1546504,144.3274303,138.3047295,128.522691,117.3623677,135.7025927,134.8541393,137.290933
Palau,PLW,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Palau,PLW,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,Arable land (hectares),AG.LND.ARBL.HA,548000,548000,548000,548000,540000,540000,540000,540000,568890,565000,563000,563000,563000,563000
Panama,PAN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,40.40328467,51.15693431,42.16058394,34.41970803,38.3962963,34.08888889,35.80925926,47.5462963,63.75925047,37.43185841,77.00397869,88.76509769,77.10161634,67.71820604
Papua New Guinea,PNG,Arable land (hectares),AG.LND.ARBL.HA,220000,225000,230000,240000,250000,250000,300000,300000,300000,300000,300000,300000,300000,300000
Papua New Guinea,PNG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,159.1181818,393.5288889,76.82608696,71.40833333,58.888,75.848,70.70333333,103.8533333,109.4833333,85.47666667,107.4688,98.64863333,108.6725667,104.6623333
Paraguay,PRY,Arable land (hectares),AG.LND.ARBL.HA,3210000,3280000,3370000,3460000,3550000,3640000,3757000,4020000,4145000,4305000,4415000,4600000,4800000,4800000
Paraguay,PRY,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,47.71588785,66.23932927,78.42195846,65.76300578,72.72112676,94.31098901,74.70401916,62.72885572,82.09505428,97.63763066,83.17674519,94.64333478,105.2601729,97.59681667
Peru,PER,Arable land (hectares),AG.LND.ARBL.HA,3815000,3835000,3740000,3930000,3980000,4010000,4030000,4135000,4085000,4030000,4156000,4190000,4151600,4151600
Peru,PER,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,80.35412844,82.29830508,88.21176471,76.72086514,85.42060302,100.5625935,74.06526055,93.15816203,89.52093023,101.244665,94.25006256,95.02278998,97.70263995,107.379208
Philippines,PHL,Arable land (hectares),AG.LND.ARBL.HA,4935000,4970000,5120000,5005000,5155000,5290000,5450000,5500000,5300000,5450000,5580000,5590000,5590000,5590000
Philippines,PHL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,146.3610942,172.7686117,159.8457031,152.1554446,138.5612027,159.3081285,104.9730275,121.4452727,151.4354717,144.8612844,118.3512545,155.8750394,155.8713631,138.7052165
Poland,POL,Arable land (hectares),AG.LND.ARBL.HA,13010000,12587000,12610000,12141000,12368000,11823000,12043000,12066000,10829000,11098000,10925000,10792000,10928000,10887000
Poland,POL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,116.1952344,128.8710574,129.1356067,161.9388848,159.3386158,181.1722913,157.7181765,147.2650423,180.4783452,169.7422959,177.8855835,179.3272795,164.0007321,175.5028934
Portugal,PRT,Arable land (hectares),AG.LND.ARBL.HA,1611000,1532000,1537000,1278000,1258000,1148250,1220210,1200980,1147570,1126770,1123820,1153890,1137010,1132380
Portugal,PRT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,194.0366232,176.9562663,208.3148992,207.1181534,135.2893482,199.9085565,155.4888093,118.5656714,148.9573621,132.5053028,150.8604581,165.3554498,177.7838366,173.9398435
Post-demographic dividend,PST,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,111.9166039,116.9587732,116.6411921,113.1624267,114.0499312,119.7951734,105.5204427,97.29780975,109.6525243,117.0854394,119.655537,122.6244679,123.4523248,123.7009397
Pre-demographic dividend,PRE,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,6.621719671,8.590258009,8.392925184,9.308645618,8.250402631,8.714018812,8.609281765,10.85981817,10.39945637,10.70910083,12.64705169,12.4329204,11.42149945
Puerto Rico,PRI,Arable land (hectares),AG.LND.ARBL.HA,68000,67400,66800,66200,65500,64900,60500,55200,56800,58500,60100,61000,61000,61000
Puerto Rico,PRI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Arable land (hectares),AG.LND.ARBL.HA,11500,11600,11600,11600,13000,13000,15580,11600,12730,11310,12480,13400,13100,13100
Qatar,QAT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,44.43478261,0,4254.568966,633.5344828,0,5413.846154,231.0654685,3301.724138,6714.846819,12755.084,7394.230769,6886.567164,7511.450382,7511.450382
Romania,ROU,Arable land (hectares),AG.LND.ARBL.HA,9376000,9377000,8915000,8985000,8939000,8675000,8721000,8789000,9146000,8995000,8798000,8746000,8778000,8757000
Romania,ROU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,34.78274317,38.632825,42.62523836,51.35136338,40.59559235,44.63585014,45.63524825,48.49323017,52.54624973,54.13496387,49.78085929,56.23496456,51.51959444,60.83156332
Russian Federation,RUS,Arable land (hectares),AG.LND.ARBL.HA,123465000,122559000,122146000,121781000,121574000,121574000,121649000,121750000,119000000,120000000,119750000,122240000,123121820,123121820
Russian Federation,RUS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.55253716,11.00351667,11.41977633,11.79264417,12.48071134,14.25312978,15.88274462,15.62209446,16.07453782,16.40966667,15.67832985,15.22431283,15.71029408,16.46328815
Rwanda,RWA,Arable land (hectares),AG.LND.ARBL.HA,1116000,1094000,1110880,1082900,1102950,1114880,1117440,1118870,1123920,1141440,1150730,1182500,1149500,1151700
Rwanda,RWA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,2.23857404,1.831881031,3.139717425,3.52327848,7.914753157,9.62288803,1.290587825,0.083635846,0.099873844,5.070068565,11.17233827,12.61422358,19.70769298
Samoa,WSM,Arable land (hectares),AG.LND.ARBL.HA,13000,13000,12000,11000,10400,10000,9000,7900,8000,8000,8000,8000,8000,8000
Samoa,WSM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.769230769,1.846153846,3.333333333,3.363636364,2.307692308,3.8,5.444444444,4.430379747,2,1.875,0.47125,1.035,1.0075,1.43
San Marino,SMR,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
San Marino,SMR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Arable land (hectares),AG.LND.ARBL.HA,7000,8000,8000,8000,8000,8500,9000,9000,8500,8700,8700,8700,8700,8700
Sao Tome and Principe,STP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Arable land (hectares),AG.LND.ARBL.HA,3600000,3600000,3500000,3500000,3450000,3446000,3339000,3196000,3180000,3159000,3117000,3068000,3502000,3502000
Saudi Arabia,SAU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,56.47972222,119.1816667,104.9914286,93.90285714,98.7826087,118.8247243,77.59508835,43.82352941,92.0408805,148.3159228,91.80301572,90.63559322,175.6110794,175.6110794
Senegal,SEN,Arable land (hectares),AG.LND.ARBL.HA,3050000,2932000,2987000,3126000,2836000,2850000,3620000,3830000,3800000,3300000,3300000,3200000,3200000,3200000
Senegal,SEN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,11.79442623,10.93860846,12.71175092,9.86628279,2.308885755,2.145964912,2.303038674,6.371801567,8.202368421,6.827575758,10.52424242,12.38125,11.740625,16.315625
Serbia,SRB,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,2595700,2616800,2660500,2613700,2654300,2639500,2562100,2590300,2605700,2591000
Serbia,SRB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,150.0577879,193.7129318,142.1789137,181.101121,144.4640772,158.2921008,221.9728894,198.6923291,168.4315769,159.3698379
Seychelles,SYC,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,1000,1000,1000,1000,1000,1000,900,140,140,150,150,150
Seychelles,SYC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,24,11,34,11,30,34,52,32.22222222,321.4285714,525,394.5333333,362.6,818.2666667
Sierra Leone,SLE,Arable land (hectares),AG.LND.ARBL.HA,910080,1236670,1437730,1472020,1689880,1283720,1372230,1460970,1580380,1652630,1471650,1583650,1584000,1584000
Sierra Leone,SLE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Arable land (hectares),AG.LND.ARBL.HA,1000,600,700,660,650,700,600,600,640,630,630,570,560,560
