Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],,Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Fiji,FJI,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,41381900,43463000,43854000,50967500,69684600,73354900,63744100,71247900,78533900,89006600,103946000,129360000,159438000,222211000,272631000,268206000,264007000,306684000,355164000,469792000,562000000,631000000,509000000,484000000,450000000,442000000,435000000,379000000,462000000,581000000,754000000,652000000,630000000,720000000,842000000,892000000,987000000,965000000,722000000,903000000,830000000,886000000,901000000,1205000000,1446000000,1607000000,1804234000,1800470000,2263880000,1439763000,1808459000,2181872000,2252598000,2825730000,3250464000,2080875000,2316410000,,,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,46036000,39898700,47922800,62911600,73428000,62286100,57475600,62548600,67742000,72239900,86541200,87321500,95148000,122072000,189582000,202500000,172063000,223900000,251359000,313820000,470000000,400000000,377000000,306000000,332000000,307000000,336000000,380000000,431000000,494000000,497000000,450000000,443000000,450000000,572000000,619000000,748000000,621649000,512000000,609000000,585000000,537000000,515000000,668000000,693000000,701000000,694179000,754737000,921911000,629674000,841361000,1069471000,1220602000,1107990000,1373264000,895160000,925878000,,,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,15.60927278,12.51029251,10.37158234,11.09880386,11.23211112,10.94965658,9.964748568,9.82188396,7.207406039,8.707224621,9.081289448,7.835700546,8.19013485,7.538148171,8.627702512,8.69457452,7.412978855,7.100843571,6.752070609,7.371839699,6.115596226,6.224791778,5.772829792,6.468193943,5.856542639,5.774965327,5.201712247,4.880153227,5.953648875,6.179618173,6.66819901,6.97912682,5.952520327,6.664381749,6.719041292,6.501610252,6.267845464,5.221692995,5.521635756,5.86944326,5.972426136,5.606562646,5.203341341,4.774704333,4.955092204,5.356557375,7.339778645,7.134610702,6.797982349,7.364389259,7.929959702,7.902768845,8.418547673,8.470296296,,"Food import, current US$",Finland,#VALUE!,#VALUE!,#VALUE!,188578746.3,188279902.2,170676833.2,191593101.6,188305219.7,174334957.2,201834985.8,259065940.1,202319815.7,275597590.8,394240570,533854897.5,624778703.9,557204082.7,656363684.6,683940446,844938742.9,1110216892,958253860.8,987900238,784386371.9,773928361.8,763860838.1,992156268.9,1149873582,1220250174,1271090405,1317690173,1298431283,1310573422,1202543009,1624391767,1754207740,2094082033,2123956143,2142960971,2012864137,1798502815,1802200431,2008406290,2539071574,2884177313,3057783756,3312461423,4048497733,4916323487,4469153637,4908830016,5728275749,5631388441,6151264846,6065110180,5089338813,5152211167
Finland,FIN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,3.663330636,4.415333206,4.010695233,3.937010758,4.067972837,3.515996441,3.70959833,4.240581746,4.965042603,5.014819642,3.864954965,3.478895756,3.476175937,3.813577451,4.12276329,3.119926495,2.871590834,3.093640792,4.325795189,3.348063917,3.763878931,3.632757678,3.373225245,2.666403478,2.314346872,1.885750853,2.029104136,2.40150067,2.452743394,2.465876326,3.085280373,3.362600509,2.345242158,2.795062194,2.830832496,2.299869556,1.882126395,1.642346368,1.868573053,1.946085659,1.942038755,1.90751518,1.834176667,1.798680491,1.999050315,2.163533298,2.329188922,2.580902019,2.82779911,2.909545317,2.951431031,2.695201386,2.442266963,2.514884061,,"Food export, current US$",Finland,#VALUE!,#VALUE!,#VALUE!,42105223.33,56999302.49,57214973.91,59264216.64,61537445.5,57503770.19,73697848.1,97806897.68,117499222.7,146098746.5,148317260.3,190980940.3,191267542.9,241849454.8,316001973,267381444.5,320825614.3,437750172,605827616.2,438194605.5,471162364.6,489405114.4,459332081.6,436116952.8,463725682.8,410113095.5,472740681.6,638102743.1,566093175.3,591341801.8,724886623.5,998793229.2,949588549.9,1149441377,1173974544,1006240998,795075688.8,757162627.5,807915618.8,878563583.9,1032603506,1173509133,1201341999,1388687096,1799642599,2086844391,1463998758,1794187190,2237989238,2126204195,2196943493,2004166010,1461915784,1447731948
Finland,FIN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1064060000,1153750000,1227810000,1208120000,1505000000,1645620000,1726250000,1676490000,1592150000,2025490000,2637640000,2807110000,3165160000,4341240000,6813110000,7628430000,7391790000,7607630000,7866290000,11398100000,15635000000,14192000000,13401000000,12826000000,12433000000,13232000000,15339000000,19634000000,21130000000,24436000000,27001000000,21809000000,21208000000,18034000000,23275000000,29470000000,31422000000,31611000000,32960465000,32114131544,34442906098,32638886557,34218003325,42513235257,51442880347,58765772903,69375215547,81703782014,91781402546,60889487994,68803053470,84264351611,76467827040,77569938270,76746647900,60453881250,60826811560,,,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,988750000,1054370000,1103750000,1149370000,1290940000,1426560000,1505310000,1512730000,1635490000,1986680000,2306450000,2366530000,2913340000,3837490000,5489700000,5502240000,6341800000,7664810000,8570120000,11172400000,14150000000,14005000000,13088000000,12518000000,13472000000,13617000000,16356000000,20037000000,21748000000,23298000000,26571000000,23080000000,23981000000,23495000000,29703000000,40490000000,41124000000,41471000000,43752090000,42243480089,46102493492,43237036811,45145165101,53171107082,61520303783,65497616477,77205879731,90024877570,96455385873,62854444504,69517834333,79142440853,73076854400,74436551940,74360529050,59858967350,57566548300,,,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,19.46602674,21.02896243,24.75630262,20.09743007,16.05159807,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.31439502,11.17058924,12.33844807,..,..,..,..,10.61924476,11.49905525,..,..,..,..,..,..,..,..,,"Food import, current US$",Fragile and conflict affected situations,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1423256697,2075296600,4035873246,4061158436,2907779518,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7744529356,6135742320,6636741340,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12498315054,17592491679,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fragile and conflict affected situations,FCS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,16.53717336,..,..,..,..,..,..,..,..,29.94215143,27.51805109,24.3094543,24.83351822,23.69822199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.681182874,7.896432745,..,..,..,..,..,..,,"Food export, current US$",Fragile and conflict affected situations,#VALUE!,#VALUE!,#VALUE!,602035760.4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2642091425,3575408919,6199443199,6091134876,6847641559,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12389955427,16228884521,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fragile and conflict affected situations,FCS,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,3358092642,3456232022,3484204104,3633409530,4251636043,4349847365,4551311082,4407955220,4802620168,5189259966,5580255446,6445544902,7311490504,9868754139,16302407143,20207351997,18115202647,22625753312,26200931548,33567736961,50201277621,59266856199,56915718809,44863296877,41981502038,37163348999,35875692455,32999312488,38733661857,39624949776,36023304030,30727533295,32088682647,33174277066,35962808135,39053187100,43878211793,45482370536,45091776410,44231478402,50570259852,54927651401,53789109470,57459071436,83853377871,96699101494,1.0103E+11,1.17695E+11,1.52991E+11,1.55223E+11,1.82148E+11,1.92746E+11,2.20344E+11,2.38713E+11,2.22875E+11,1.84529E+11,1.69551E+11,,,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2664967244,2615510925,3003942166,3640499784,4189702393,4361317474,4623366287,4618040161,5888446830,6601828000,7124950203,7819785657,8823986583,12992958359,25502189901,24527877294,28895170116,32687158318,32887583894,53479938634,68606717719,43082040531,39608537755,37122464318,38502319925,40520663675,32493955582,35512456009,34459268755,41825215862,46334909591,29112809536,28231075286,27473707885,28512355498,33386129205,36810460899,40131686483,34950903884,45479459199,64359998464,53418689227,56976914295,62113098413,86192821442,1.14908E+11,1.41222E+11,1.69026E+11,2.24805E+11,1.61303E+11,2.05522E+11,2.17117E+11,2.56592E+11,2.32424E+11,2.05887E+11,1.3537E+11,1.208E+11,,,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,23.01163316,20.85970118,20.54117714,19.94362059,18.81079468,17.37262344,15.58083019,14.96110698,14.7880643,14.06862117,13.75685216,14.05344985,10.91041863,12.91172401,11.83386858,13.93645222,14.04792034,11.96200023,10.2843492,10.31432404,10.59363008,11.34035504,11.28502157,10.99129175,11.73181473,11.08092693,10.73299088,10.17648153,9.780283811,10.34327544,10.55301041,11.17650877,11.20045312,10.76236789,10.39455584,10.00629158,9.652882983,9.156924785,7.897774498,8.269888585,8.711220037,8.829003958,8.274873562,7.790077851,7.432481124,7.703730973,7.987440609,9.28942339,8.488778506,8.244051842,8.41153564,9.043043007,9.176945359,9.4265658,9.811833676,,"Food import, current US$",France,#VALUE!,#VALUE!,1697908750,1824028592,2074864303,2070965506,2230790952,2161710280,2184198680,2598819088,2829119369,3001709150,3714253786,5303420637,5773586244,6965449019,7583344163,9844249945,11489555227,12800416828,13870090391,12475484359,12258313110,12010229811,11777274210,11898183235,15181085582,17560609769,19196705495,19639184646,22928506156,23974057546,25289023083,24292253582,27553226679,31145324074,30618203682,28520632706,29708774485,28912847757,26768687045,27175524377,28682760609,35213622199,38970070825,39271685255,40278051085,48599863288,57253568188,52101869637,51872362162,59359522131,56728682376,61625375110,62091505053,54052234363,56217436748
France,FRA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,14.46380538,15.99247098,16.49583571,16.38425039,16.28393492,15.9656382,17.08177886,17.65116776,15.80319098,17.51203041,18.34019462,18.9525863,17.40780551,15.63643461,15.25587747,14.5711865,15.55148275,14.8405154,16.05198792,17.00408044,16.50038481,16.91268597,16.39118167,16.31779719,16.29771443,16.1765081,16.45405576,16.28436102,15.83713986,15.34882242,15.55117385,15.95753505,14.8351485,14.3780902,14.03314555,13.65098016,12.75820328,12.41205347,10.96249298,10.6241779,11.22007534,11.61122107,11.0048325,10.69433359,10.44921899,10.9074663,11.55678858,12.39583246,11.97388386,12.69140653,12.61158954,13.17014651,12.66911894,12.64497295,12.43927535,,"Food export, current US$",France,#VALUE!,#VALUE!,1071925634,1312001529,1502048115,1667277704,1788366869,1843520312,2203993600,2681989034,2860156322,3644358601,4850761395,6949667012,8052728974,8302899869,8676643008,9490170055,12343320722,14943211763,18625121582,18096422567,15954882085,16057411440,15992220304,16590957120,20363668225,24003026242,27607766544,29213655141,34301344475,33322293473,36680709281,35364929613,37172579937,43301344006,42872522628,41245617494,40906754745,40404478620,35914325452,34356369706,37219146383,45520547599,49753491508,49560531751,51814316467,61039492286,71217568216,60092660502,62715256997,75700784312,71723165169,76513660982,73540519811,63956249075,62348099342
France,FRA,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,6282280000,6682520000,7378480000,8744270000,10101000000,10384100000,11859100000,12443200000,14018500000,17370500000,19131100000,21336200000,26999300000,37737500000,52918100000,53946700000,64081700000,70636700000,81788300000,1.07009E+11,1.34866E+11,1.20953E+11,1.15714E+11,1.05907E+11,1.04362E+11,1.08251E+11,1.29401E+11,1.58476E+11,1.78857E+11,1.92986E+11,2.34436E+11,2.31784E+11,2.39638E+11,2.17351E+11,2.46001E+11,2.89391E+11,2.9456E+11,2.85027E+11,3.07771E+11,3.15748E+11,3.3894E+11,3.28608E+11,3.29262E+11,3.9884E+11,4.70945E+11,5.04124E+11,5.41919E+11,6.30861E+11,7.16795E+11,5.60873E+11,6.1107E+11,7.20028E+11,6.74415E+11,6.81467E+11,6.76603E+11,5.73403E+11,5.72955E+11,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,6866430000,7224340000,7411090000,8203870000,9105620000,10176100000,10982400000,11546800000,12902600000,15194400000,18098600000,20810600000,26448800000,36668700000,46259300000,53099700000,56874100000,65129700000,79370700000,1.00692E+11,1.1603E+11,1.06424E+11,96694000000,94943000000,97566000000,1.01674E+11,1.24948E+11,1.48382E+11,1.67787E+11,1.79397E+11,2.16588E+11,2.171E+11,2.35871E+11,2.21619E+11,2.50571E+11,3.01162E+11,3.05509E+11,3.02144E+11,3.20631E+11,3.25526E+11,3.27611E+11,3.23379E+11,3.31719E+11,3.92039E+11,4.52106E+11,4.63428E+11,4.95868E+11,5.59612E+11,6.1624E+11,4.84781E+11,5.23767E+11,5.96473E+11,5.68708E+11,5.80963E+11,5.80471E+11,5.05784E+11,5.0122E+11,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,26.66831596,..,..,..,..,..,..,..,..,..,..,21.34434736,19.93796297,21.54149964,20.78601557,19.40427762,18.64742837,20.86745174,18.61883494,19.08404832,19.34220945,18.87422136,..,..,..,..,18.78067924,..,..,..,..,..,..,..,21.64057528,21.80628475,19.64065783,20.7859087,20.05832274,20.28782284,17.80698245,17.4362207,20.72919897,18.95215308,19.71906637,20.85295819,20.12858239,23.54249036,23.53651507,24.92954127,25.27881371,24.06836351,25.29656781,25.14468402,..,,"Food import, current US$",French Polynesia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,101845027.1,106107308.7,100579489.1,100788342,#VALUE!,#VALUE!,#VALUE!,#VALUE!,151747888.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,220733867.8,203888762.4,199941896.7,192477514.6,194766313.8,214442287.5,230066213.2,276364098,310926376.1,326583122.8,326471623.5,388524809.9,436527761.2,404237743.2,406183056.4,447850732.8,431111208.7,433379045,446441417.6,383946249.7,#VALUE!
French Polynesia,PYF,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,52.7462027,..,..,..,..,..,..,..,..,..,..,23.46815489,17.15562226,17.94097099,21.97247604,33.2305273,12.46010177,32.13808627,25.14066596,18.92060733,18.47990456,13.57330414,..,..,..,..,4.555879566,..,..,..,..,..,..,..,2.683821726,4.348002561,3.392439543,4.281043268,5.922434075,12.17656126,12.81912209,14.52175722,14.68854332,12.91738569,12.4492052,12.27090035,10.58823378,15.19439175,15.80230528,18.91979032,27.12409277,19.69914812,18.33403554,24.77996733,..,,"Food export, current US$",French Polynesia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,7542199.789,5486976.125,5174373.276,4750656.448,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3416909.675,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6790068.966,9739525.737,8379325.672,10831039.47,13088579.3,23744294.46,23458993.42,22653941.26,29230201.21,28037831.5,29289369.56,24114773.37,20699255.86,22528876.6,24207709.48,31792058.85,37675093.61,29841845.51,31187111.15,32262030.67,#VALUE!
French Polynesia,PYF,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,547000000,556000000,520000000,534000000,534000000,549000000,738000000,829000000,808000000,790000000,930000000,913000000,892000000,842000000,870000000,1005000000,1020000000,935000000,1018000000,926000000,971000000,1057000000,1292000000,1585000000,1499944000,1723198000,1655614000,1863164000,2168696000,1717056000,1725757000,1796466000,1705425000,1800617000,1764830000,1526948000,1491211000,,,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000000,29000000,28000000,35000000,32000000,40000000,41000000,83000000,75000000,89000000,111000000,128000000,106000000,147000000,221000000,193000000,253000000,224000000,247000000,253000000,221000000,195000000,183000000,156000000,199000000,217055000,235271000,196520000,195493000,148271000,153191000,168036000,138899000,151488000,170105000,130194000,133512000,,,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,21.67611419,18.32625652,18.12000583,15.95946295,15.27149161,15.62715826,16.90041713,14.38206274,14.26138142,14.04601566,..,..,..,13.14924702,11.70958154,11.30729692,19.41867106,19.00203276,19.14038927,16.02429911,16.68265286,17.98114286,..,..,..,..,..,..,..,..,..,19.394431,17.32685842,..,19.1248608,17.59551396,15.39503092,19.14724889,18.21128057,18.29914805,15.87738695,14.9882706,24.23770576,19.09219446,16.6206052,18.11344376,17.5369518,17.14223428,..,..,..,..,..,..,..,,"Food import, current US$",Gabon,#VALUE!,#VALUE!,8842445.644,8816688.705,10087914.61,9972525.775,10135918.05,10539096.18,10907596.82,11137426.24,11416421.22,12867133.57,#VALUE!,#VALUE!,#VALUE!,61698370.9,58921209.16,81003213.66,119765236.3,101037228.6,129006223.7,134764355.5,144638600.3,123170828.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,163882941.9,130991049.6,#VALUE!,183024917.8,194254474.1,169807191,161028363.2,173092290.6,183408618.9,180217139.6,180733477.1,326569116.7,280851526.3,286681007.4,390706982,449484525.9,428703623,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gabon,GAB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,2.549960246,2.008232553,2.364799951,2.012106999,2.203401862,1.949562814,1.949751083,1.688860442,1.750505785,1.310110845,..,..,..,0.289317835,0.15791393,0.680927244,0.204629703,0.328061457,..,0.622587669,0.418434055,0.417073988,..,..,..,..,..,..,..,..,..,0.17275635,0.103241607,..,0.183653828,0.411019157,0.51584584,0.704126873,0.844388714,0.81786544,0.640503462,0.505558049,1.249909718,1.124106302,0.838949112,0.636209491,0.412868013,0.755727458,..,..,..,..,..,..,..,,"Food export, current US$",Gabon,#VALUE!,#VALUE!,1501964.834,1469811.348,2245597.48,2111525.205,2220962.975,2344017.858,2432957.894,2394820.995,2513341.196,2339923.475,#VALUE!,#VALUE!,#VALUE!,2727063.624,1791912.534,9145125.252,2265680.54,6063756.743,#VALUE!,13703154.59,9042359.918,8341479.77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3964758.225,2426177.759,#VALUE!,5847537.898,12429219.31,9883606.302,16856797.35,21938361.5,20642026.28,15431620.6,15480671.1,46591985.62,56936085.38,45722726.62,40138456.76,39494722.93,40476596.41,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gabon,GAB,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,31719300,35851300,40793500,48109600,55672800,62486600,66371500,67440900,64540400,77439700,80051300,91607000,138878000,189731000,331884000,469216000,503188000,716380000,616753000,531718000,674000000,841000000,867000000,685000000,724000000,855000000,866000000,732000000,791000000,767000000,918000000,834000000,700000000,845000000,756000000,882000000,957000000,1104000000,1103000000,841000000,950467431,1002279551,1135055410,1205832760,1347359853,1471028000,1724853000,2157000000,2563071000,2500862000,2982509000,3665095000,3628826000,3753666000,3857467000,3045361000,2162980000,,,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,47356100,54688400,58901500,73189300,94959300,104941000,100797000,120233000,124783000,141801000,143578000,178605000,228351000,330511000,767551000,942584000,1134740000,1343040000,1107210000,1848360000,2173000000,2201000000,2161000000,2000000000,2011000000,1951000000,1271000000,1286000000,1196000000,1598000000,2204000000,2243000000,2082000000,2295000000,2350000000,2713000000,3184000000,3024000000,1916000000,2394000000,2598135330,2523890271,2409295425,3062095664,3727628080,5065009000,5450000000,6309000000,9565944000,5355978000,8685979000,9765530000,9492740000,10039065663,9276417584,5652210669,4505758411,,,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,28.40641895,..,..,..,..,..,31.68110611,25.86881552,21.10329678,20.68389523,28.56253219,24.20867334,27.67672762,26.48085244,26.86728028,25.02857433,25.87597897,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.36494198,37.32638913,37.73279405,43.62445563,36.54883559,34.49444545,40.99868672,37.08615233,37.59583628,40.8415717,37.72807674,31.18925169,31.00597043,29.80988846,34.28035017,36.12295806,32.82436349,33.17155513,37.32352464,40.92608648,..,43.04855222,,"Food import, current US$","Gambia, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,3452118.47,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5691954.249,5518490.941,5226547.997,6438896.585,13285604.78,14443063.98,20519083.03,20549379.82,26978779.5,35337593.82,42695365.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,66184194.4,96302083.95,104897167.5,99463758.84,70173764.34,64504612.99,54938240.21,59564581.05,58827708.87,93472879.9,97934164.33,80869986.92,99511801.73,96050739.7,104192039.1,102960544.9,111820133.2,126061197.5,130724152.1,158466625.4,#VALUE!,158342499.8
"Gambia, The",GMB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,99.83153633,..,..,..,..,..,99.79407919,99.66468315,99.50908356,99.52805984,99.46335226,99.73927241,99.16434479,99.0802999,97.84980258,97.70657164,98.93172277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.76842232,63.99220452,68.20831703,90.08059055,84.50153166,87.50065844,92.20670958,97.86456041,85.94957617,96.18815291,96.73405136,94.14471089,92.40081966,72.60165921,80.74305308,88.97320704,82.93827439,54.99439456,91.97705568,49.35927103,..,66.35902197,,"Food export, current US$","Gambia, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,9219422.414,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16822886.69,13352177.27,19118779.73,24798510.92,42731743.79,44126648.9,34407746.86,47034904.57,38370528.03,56828096.2,30668834.06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9562947.571,13438362.95,10231247.56,18916924.02,10140183.8,13125098.77,9220670.958,11743747.25,6875966.093,9620739.054,7219262.253,10791808.21,12323497.32,9924646.815,53225013.16,60760692.82,78719204.37,65359738.04,97683312.22,51333641.87,#VALUE!,71180796.13
