Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
East Asia & Pacific (excluding high income),EAP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.695387691,5.293699736,5.704815051,7.512200637,7.952986026,8.749223757,8.026963784,6.15249992,5.343185588,3.734103762,4.824267829,6.673039576,6.10116488,5.394499782,5.487533255,5.233968723,4.771057298,4.865264873,4.6273492,4.811326743,4.812767194,4.297094085,4.075309106,4.656015136,5.425723384,5.848354557,5.564669668,5.742582988,6.161356284,6.177611399,6.566870474,7.515570041,7.410047823,..
East Asia & Pacific (excluding high income),EAP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.74398225,16.25423217,16.10079286,16.72694803,14.90474123,15.75094966,14.06998977,13.69245085,12.82245738,11.80306298,11.32599809,9.68650206,9.533810142,9.303185933,9.084102526,8.225590945,7.099441236,7.226213751,7.181151179,6.752729006,5.976215498,5.490322017,5.170712935,5.518198894,6.011499876,6.420774996,6.159184946,6.582527257,6.405214731,6.044499934,6.288015641,6.097900991,6.756714911,..
East Asia & Pacific (IDA & IBRD countries),TEA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.695387691,5.293699736,5.704815051,7.512200637,7.952986026,8.749223757,8.026963784,6.15249992,5.343185588,3.734103762,4.824267829,6.673039576,6.10116488,5.394499782,5.487533255,5.233968723,4.771057298,4.865264873,4.6273492,4.811326743,4.812767194,4.297094085,4.075309106,4.656940839,5.42652997,5.849568585,5.565673966,5.743509632,6.162225618,6.178352601,6.56761217,7.516533361,7.410889375,..
East Asia & Pacific (IDA & IBRD countries),TEA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.74398225,16.25423217,16.10079286,16.72694803,14.90474123,15.75094966,14.06998977,13.69245085,12.82245738,11.80306298,11.32599809,9.68650206,9.533810142,9.303185933,9.084102526,8.225590945,7.099441236,7.226213751,7.181151179,6.752729006,5.976215498,5.490322017,5.170712935,5.518198894,6.011499876,6.420774996,6.159184946,6.582527257,6.405424995,6.044499934,6.288124506,6.097911795,6.756720155,..
Ecuador,ECU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,13.19895567,9.791184151,12.16719495,10.35270707,13.28867413,11.01227614,9.267142419,8.099189498,7.918969337,6.767444382,9.308348551,9.672955866,8.775829248,8.388943517,8.316275332,7.228578806,7.807351123,..,8.387546198,6.433701449,5.079064189,10.45222612,11.49308103,8.152297868,4.78469997,6.466325073,7.366779612,8.738702699,8.658926359,7.670327414,5.032622193,5.100582117,6.375814299,7.571790488,9.944594379,9.388103409,12.00180628,10.74186669,9.004304743,8.055949425,8.683326516,9.222725013,8.953289221,8.031341047,7.061075582,8.434925405,8.966269275,9.466664655,8.343965527,8.605648128,7.773774446,7.302602961,7.719243494,8.759009459,10.56160757,..
Ecuador,ECU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,96.44528011,95.73934325,94.48719407,92.15460488,93.44179801,93.77966234,94.28533013,92.96153015,94.12071855,93.18512535,76.1999459,41.99675527,34.47707677,35.52406401,37.15194137,46.72812526,49.9747712,39.82054315,32.68511937,33.15921508,31.66496665,24.30260098,28.66990883,32.11268811,52.54178561,55.40983323,51.64836981,46.94968834,44.14470549,55.16512568,49.99325575,48.07673998,54.97535453,52.91957287,51.17453422,57.76380659,63.05691977,53.12630468,36.51337593,42.05517961,42.60421839,40.7665688,31.41662454,28.2752843,27.03424168,27.2390709,25.35324323,35.82752235,30.01273746,29.99497722,28.5585329,31.1434389,35.16665925,47.76246769,52.22486053,..
"Egypt, Arab Rep.",EGY,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,28.47762544,28.57634076,41.98782528,33.9620323,26.14146654,23.22373778,29.57282217,28.67490848,31.66527323,44.26793215,35.91715824,28.32209036,23.11769628,25.84681984,26.16500399,32.3884925,34.20148614,30.77387264,25.53879862,27.68475945,27.0768851,30.024984,27.32634699,26.5227376,31.79959689,31.54412673,25.25888273,29.39285314,23.89845623,27.49764702,28.38244883,29.47155074,26.41937556,21.24723905,22.84451674,25.13242699,25.89459995,27.67517816,24.91651035,22.48494691,20.05524552,18.96117046,20.32474394,17.17825387,17.17277972,19.07940072,23.71876752,22.41393609,17.74548869,21.09927874,19.3516558,18.86811626,..
"Egypt, Arab Rep.",EGY,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,14.59141755,15.30571167,20.61803529,24.46116832,27.32301618,21.28210319,18.38834585,15.31548747,19.14601859,16.55393422,17.40851962,19.71945018,18.60077611,15.84800541,9.596146689,6.777625262,7.182611407,7.416141608,7.618704298,7.340044953,5.59523266,6.824928819,11.37236313,9.049820737,8.922494064,9.678988261,8.281496491,10.95883461,10.0163878,8.210523826,9.799249199,10.48356801,7.54005711,12.05088393,8.913109125,7.912570456,9.854261262,8.692217314,8.581261694,9.725100664,8.717608511,6.625929351,7.895873386,10.69797081,17.38493396,17.1626935,14.98423524,14.32457157,16.35217626,17.10257106,20.43473766,21.76107588,..
El Salvador,SLV,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,16.43603962,14.78618456,15.65722206,16.31867604,14.75810971,17.62842418,15.44744773,13.90940278,12.56596375,10.63983024,12.15316813,10.34194816,12.17593262,11.19229194,10.31427455,11.51911395,12.79584277,17.73274597,16.48359822,17.88812227,16.99750311,12.97080969,15.51342178,12.55326449,14.43355075,15.0295613,14.40034611,14.24948244,16.08591053,14.55109806,12.47652543,15.10000581,14.759023,16.99230319,16.8195476,16.45746109,18.52734245,12.36038253,12.79726796,13.49315026,13.47545386,13.67305108,13.74069078,13.5756078,14.37707791,15.01182689,17.65814616,15.70726435,15.77490374,16.18520132,15.22895615,16.324432,17.03325268,18.3462857,..
El Salvador,SLV,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,60.09425782,62.55076863,60.73618532,61.49799915,60.79090925,58.42615019,55.99853891,59.36682887,53.32914539,54.30238277,57.35151947,56.45132957,55.67262146,64.89815388,69.70683093,46.92809963,64.98668775,46.79503387,44.57325706,43.22902595,48.7496593,68.48392604,67.58750323,81.72079353,70.97163028,69.59924007,57.77123884,57.23773459,55.37719178,48.09769404,50.35041877,50.87823235,56.99934264,52.38302236,55.11413434,46.63721775,42.07875474,19.20017691,14.72898955,13.46512863,13.54839073,14.2173183,17.20871036,17.73058632,19.15525473,19.69793922,19.55037761,17.82183103,21.43189972,22.94662072,21.88944952,19.14180174,19.58788659,18.35614694,..
Equatorial Guinea,GNQ,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.736771317,36.36861297,26.85228558,22.84591747,31.79957666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.68331423,87.7518329,73.93439597,65.07776483,57.86694301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.40823269,30.02059187,..,45.55464699,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.91474627,26.14568105,..,41.9866585,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.84349467,15.25379531,16.09845119,16.51685455,12.87904632,9.824409356,10.58142478,11.55436906,11.20567538,9.736592012,8.669395339,7.462101099,8.771268403,9.990893774,12.50846168,11.39154234,9.958853909,9.125636635,10.2855274,10.17075264,10.52398875,10.46567977,..
Estonia,EST,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.09144334,15.42668167,16.25466778,15.63645552,11.01949789,8.023346332,10.06971521,11.7200004,10.640348,9.319855758,8.0841332,7.528163567,9.291097308,9.231034007,10.14940104,9.898730182,8.95345404,9.449203147,10.2415567,10.31560555,10.20749954,9.681198351,..
Ethiopia,ETH,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.03829407,..,13.83500964,..,2.43336596,6.054057832,9.376401546,6.989011714,14.54632092,11.30278966,21.47408319,12.29735252,10.64494811,8.489240725,7.012524769,14.31851504,10.86041415,10.9705195,14.79024203,10.26313531,12.07121942,8.172264298,10.58102647,8.408143626,..
Ethiopia,ETH,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.26708791,..,72.52951113,..,78.53641588,80.56700839,74.37071008,70.592781,60.68069414,69.28322541,61.97555399,75.39404312,78.72660558,76.52008307,62.14598713,75.28023736,77.49111191,78.54184491,78.37723883,80.34879677,66.91643088,74.00773486,71.72851686,83.82268848,..
Euro area,EMU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,22.21034232,19.30179902,18.366834,19.17272108,18.96463406,18.21594791,17.09151554,16.3797508,15.4798772,16.91686861,16.13751378,16.32534113,13.68890945,14.90163298,13.76041935,15.15123938,14.74896614,13.31289006,11.94381229,12.1167639,12.54567041,12.64116346,12.37680455,12.14737661,12.76480243,12.23717058,11.9997263,10.98834028,10.55448161,10.97203363,11.20891672,11.5400387,11.62354157,11.23387,10.89957106,10.18325245,9.931082303,9.436979346,7.848399742,8.338318379,8.743026084,8.688980279,8.12973312,7.957728659,7.545173293,7.788084458,8.171436254,9.556099958,8.723033497,9.057826299,9.296987609,9.71454757,9.726634115,9.685237505,10.27560321,..
Euro area,EMU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,18.7213842,15.57947948,15.09105837,14.95366185,14.13666564,14.58468072,13.65883517,13.33082087,13.26055943,13.29507474,13.14319644,13.26065811,11.9716857,12.49569596,11.94652236,12.05967434,11.93118374,11.61599771,11.4435894,12.07595542,11.72457361,11.4382825,11.33580812,10.98890824,11.15423854,11.25043724,11.10481687,10.80443217,10.47072357,10.85005308,11.21171194,11.16436724,10.89149837,10.45520871,10.20880891,9.498134217,9.404158815,9.209141257,7.842391422,8.076763807,8.375236116,8.436439266,8.032009557,8.024619151,7.822672398,7.966553548,8.442274941,9.523605936,8.962136139,9.383720507,9.460001743,9.78374862,9.736981568,9.865351615,10.14484863,..
Europe & Central Asia,ECS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,22.91488925,20.69624699,19.14778302,19.39187792,19.23632483,18.1340688,16.77552344,16.15792033,15.61156767,16.37207057,15.64117382,15.65658415,13.5318304,14.47939611,13.34488589,14.41681437,13.89369563,12.5342988,11.36801709,11.62494476,11.84347334,11.79387244,11.65492646,11.36980316,11.99945496,11.48611371,11.12634857,10.35549993,10.01654275,10.49423004,10.70153202,10.74113677,10.77128704,10.4031413,10.56012454,9.918638763,9.83459876,9.274417199,7.982402065,8.429040671,8.736269945,8.729203318,8.163261895,8.006938719,7.559274964,7.722239632,8.110349454,9.52699522,8.705509994,8.842885892,9.055216764,9.569762297,9.593933155,9.705245145,10.06275472,..
Europe & Central Asia,ECS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,18.48696055,15.8851108,15.2971082,15.1802302,14.89239853,14.80750835,13.78740811,13.5072091,13.26064752,13.3384261,13.27364268,13.24583513,12.03681479,12.45501988,12.26210317,12.60027374,12.5644806,12.14303631,11.92181684,12.41778689,11.99570684,11.66181806,11.26778281,10.89729457,11.35022941,11.23183551,10.94369876,10.67849508,10.40261154,10.74440873,11.18641982,10.91120197,10.6739276,10.24363475,9.618146288,8.95401954,8.705716148,8.338346933,7.087427792,7.327347745,7.533358241,7.578499277,7.214744859,7.244572031,7.010940427,7.243095965,7.532726388,8.766635171,8.199551443,8.420834208,8.720266593,9.088952206,9.161751525,9.416955085,9.584768552,..
Europe & Central Asia (excluding high income),ECA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.38765783,12.03234763,13.14358288,11.69731121,11.22943358,11.66693955,11.64632026,11.40639236,9.832170291,9.528859932,8.705271804,8.251321773,8.644094789,11.14342951,9.870686055,9.105010719,9.313315697,9.913931244,10.22933463,10.57972451,10.5940779,..
Europe & Central Asia (excluding high income),ECA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.33225265,7.3313534,6.663606876,6.02737895,4.60188573,5.237365921,5.415753524,5.185950106,4.636804547,5.101238586,4.766634856,5.259958288,4.94238153,7.149682135,6.094669457,5.988186282,7.187684368,7.583437666,8.197188694,9.483812147,8.280402292,..
Europe & Central Asia (IDA & IBRD countries),TEC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.91636741,11.2733859,12.06114037,10.71171909,10.20741275,10.60104287,10.52699467,10.20341959,9.017235594,8.856759968,8.151901167,7.850293381,8.237797519,10.49527793,9.42420797,8.843792295,9.111894287,9.656938899,9.858426979,10.16977272,10.24031969,..
Europe & Central Asia (IDA & IBRD countries),TEC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.763997548,8.197877711,7.325362815,6.523725769,5.151920152,5.698086838,5.775340786,5.650825509,5.26982016,5.828230488,5.528819263,5.970366218,5.718490333,7.813899267,6.897162513,6.802097824,8.013480562,8.482921155,8.977622475,10.06090181,9.072371321,..
European Union,EUU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,23.8044758,21.27504891,19.83823232,20.16328443,20.08220403,19.0294515,17.6258385,16.89031426,16.15577812,17.22467687,16.42814921,16.42057123,13.83672518,14.95015237,13.9170716,15.17309047,14.62099158,13.17905943,11.8699243,12.14924666,12.40467746,12.39167445,12.08825065,11.82432749,12.43789605,11.87510416,11.62017092,10.65090897,10.27409267,10.85992436,11.07467196,11.11386918,11.1517273,10.69632202,10.45512367,9.760374298,9.517660198,9.035693786,7.614327255,8.082929521,8.416680898,8.439058023,7.994015374,7.864504815,7.459144194,7.714634099,8.115443177,9.433878901,8.652084613,8.906217332,9.128230167,9.636279958,9.61659571,9.709097637,10.12939899,..
European Union,EUU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,17.70330221,15.11410573,14.51326489,14.33162785,14.11451174,13.94603999,13.05434804,12.65632008,12.60466111,12.67875072,12.54714768,12.66466835,11.50511411,12.04403314,11.84621609,11.95106678,11.94743129,11.54041743,11.38885399,12.0382066,11.75180389,11.40837801,11.19409274,10.92565028,11.14843069,11.14224354,10.93816151,10.7290481,10.42941256,10.69114591,11.22346092,10.93892977,10.65875886,10.27314937,10.04993868,9.379491173,9.12650004,8.810578098,7.557234571,7.75943287,7.979998006,8.073532536,7.726530125,7.70402579,7.478973638,7.687199674,8.120102665,9.2204456,8.707414154,9.013479575,9.199748706,9.563982774,9.535025127,9.639657619,9.898067337,..
Faroe Islands,FRO,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.02386753,13.79382001,14.23927367,14.40505272,13.70306458,14.1536271,13.72162979,10.85332922,9.869714341,10.54527358,12.32970803,10.27984257,14.15822054,16.35713852,20.86147935,25.61372262,28.1924776,27.85922763,27.85589335,..,22.32528857,23.07376003,24.33369612,20.33172142,17.27380961,19.23891895,19.31303977,15.22214597,18.03921856,13.22664679,13.57779621,13.15090899,15.53920333,17.06423138,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.03554251,92.77292886,92.36679492,86.94251765,88.22146847,89.17621622,94.7905336,96.72009885,93.53941211,91.97609978,91.38722876,78.44380815,85.31511201,90.92452624,92.25098229,93.69088307,89.70750749,95.10197224,95.91205308,..,91.14363896,91.28282552,91.18008027,93.42066057,89.85089461,95.64310452,96.13242126,92.67973747,91.68039016,91.63362206,91.77585909,90.40887845,79.15947005,88.04691907,..,..,..,..,..,..,..,..
Fiji,FJI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,25.62701998,22.70896362,22.90800969,22.08809281,22.06819588,21.95290739,22.50955935,21.93709276,20.44121113,21.0972043,22.37905789,22.88932379,18.72507656,16.30979875,16.32455336,17.06334512,18.14453717,18.11555132,18.78033442,17.71604943,20.31776272,19.46355359,16.4407317,14.66743237,17.02322461,16.49427193,18.02760398,15.70216886,..,..,..,..,..,13.74506378,19.71333936,19.98501685,18.24805271,17.6573026,14.7116724,13.99109947,15.47246459,16.21506413,20.58810516,18.43484514,20.85458611,21.05185154,15.90806783,17.68234605,18.1250854,18.24579341,..
Fiji,FJI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,96.10953298,94.33833239,95.32375194,95.64262006,95.6285949,95.90866085,92.99040071,94.98310708,96.92986653,94.94149305,96.33373686,94.34089437,95.7221708,95.85741777,94.57974737,93.34689269,93.04527422,90.94584614,88.46705923,88.03931126,85.10762609,77.35647752,65.67926576,58.99855798,64.85375053,59.75215717,57.95787252,59.8980355,..,..,..,..,..,37.51574853,48.20354653,53.37929638,52.13312901,51.02572229,64.26887418,67.4833728,65.8774902,69.55643151,70.17754399,63.3293463,64.0624329,66.02476409,64.38146236,66.02945927,64.30173949,64.7152237,..
Finland,FIN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,15.60927278,12.51029251,10.37158234,11.09880386,11.23211112,10.94965658,9.964748568,9.82188396,7.207406039,8.707224621,9.081289448,7.835700546,8.19013485,7.538148171,8.627702512,8.69457452,7.412978855,7.100843571,6.752070609,7.371839699,6.115596226,6.224791778,5.772829792,6.468193943,5.856542639,5.774965327,5.201712247,4.880153227,5.953648875,6.179618173,6.66819901,6.97912682,5.952520327,6.664381749,6.719041292,6.501610252,6.267845464,5.221692995,5.521635756,5.86944326,5.972426136,5.606562646,5.203341341,4.774704333,4.955092204,5.356557375,7.339778645,7.134610702,6.797982349,7.364389259,7.929959702,7.902768845,8.418547673,8.470296296,..
Finland,FIN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,3.663330636,4.415333206,4.010695233,3.937010758,4.067972837,3.515996441,3.70959833,4.240581746,4.965042603,5.014819642,3.864954965,3.478895756,3.476175937,3.813577451,4.12276329,3.119926495,2.871590834,3.093640792,4.325795189,3.348063917,3.763878931,3.632757678,3.373225245,2.666403478,2.314346872,1.885750853,2.029104136,2.40150067,2.452743394,2.465876326,3.085280373,3.362600509,2.345242158,2.795062194,2.830832496,2.299869556,1.882126395,1.642346368,1.868573053,1.946085659,1.942038755,1.90751518,1.834176667,1.798680491,1.999050315,2.163533298,2.329188922,2.580902019,2.82779911,2.909545317,2.951431031,2.695201386,2.442266963,2.514884061,..
Fragile and conflict affected situations,FCS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,19.46602674,21.02896243,24.75630262,20.09743007,16.05159807,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.31439502,11.17058924,12.33844807,..,..,..,..,10.61924476,11.49905525,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,16.53717336,..,..,..,..,..,..,..,..,29.94215143,27.51805109,24.3094543,24.83351822,23.69822199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.681182874,7.896432745,..,..,..,..,..,..,..
France,FRA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,23.01163316,20.85970118,20.54117714,19.94362059,18.81079468,17.37262344,15.58083019,14.96110698,14.7880643,14.06862117,13.75685216,14.05344985,10.91041863,12.91172401,11.83386858,13.93645222,14.04792034,11.96200023,10.2843492,10.31432404,10.59363008,11.34035504,11.28502157,10.99129175,11.73181473,11.08092693,10.73299088,10.17648153,9.780283811,10.34327544,10.55301041,11.17650877,11.20045312,10.76236789,10.39455584,10.00629158,9.652882983,9.156924785,7.897774498,8.269888585,8.711220037,8.829003958,8.274873562,7.790077851,7.432481124,7.703730973,7.987440609,9.28942339,8.488778506,8.244051842,8.41153564,9.043043007,9.176945359,9.4265658,9.811833676,..
France,FRA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,14.46380538,15.99247098,16.49583571,16.38425039,16.28393492,15.9656382,17.08177886,17.65116776,15.80319098,17.51203041,18.34019462,18.9525863,17.40780551,15.63643461,15.25587747,14.5711865,15.55148275,14.8405154,16.05198792,17.00408044,16.50038481,16.91268597,16.39118167,16.31779719,16.29771443,16.1765081,16.45405576,16.28436102,15.83713986,15.34882242,15.55117385,15.95753505,14.8351485,14.3780902,14.03314555,13.65098016,12.75820328,12.41205347,10.96249298,10.6241779,11.22007534,11.61122107,11.0048325,10.69433359,10.44921899,10.9074663,11.55678858,12.39583246,11.97388386,12.69140653,12.61158954,13.17014651,12.66911894,12.64497295,12.43927535,..
French Polynesia,PYF,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,26.66831596,..,..,..,..,..,..,..,..,..,..,21.34434736,19.93796297,21.54149964,20.78601557,19.40427762,18.64742837,20.86745174,18.61883494,19.08404832,19.34220945,18.87422136,..,..,..,..,18.78067924,..,..,..,..,..,..,..,21.64057528,21.80628475,19.64065783,20.7859087,20.05832274,20.28782284,17.80698245,17.4362207,20.72919897,18.95215308,19.71906637,20.85295819,20.12858239,23.54249036,23.53651507,24.92954127,25.27881371,24.06836351,25.29656781,25.14468402,..,..
French Polynesia,PYF,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,52.7462027,..,..,..,..,..,..,..,..,..,..,23.46815489,17.15562226,17.94097099,21.97247604,33.2305273,12.46010177,32.13808627,25.14066596,18.92060733,18.47990456,13.57330414,..,..,..,..,4.555879566,..,..,..,..,..,..,..,2.683821726,4.348002561,3.392439543,4.281043268,5.922434075,12.17656126,12.81912209,14.52175722,14.68854332,12.91738569,12.4492052,12.27090035,10.58823378,15.19439175,15.80230528,18.91979032,27.12409277,19.69914812,18.33403554,24.77996733,..,..
Gabon,GAB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,21.67611419,18.32625652,18.12000583,15.95946295,15.27149161,15.62715826,16.90041713,14.38206274,14.26138142,14.04601566,..,..,..,13.14924702,11.70958154,11.30729692,19.41867106,19.00203276,19.14038927,16.02429911,16.68265286,17.98114286,..,..,..,..,..,..,..,..,..,19.394431,17.32685842,..,19.1248608,17.59551396,15.39503092,19.14724889,18.21128057,18.29914805,15.87738695,14.9882706,24.23770576,19.09219446,16.6206052,18.11344376,17.5369518,17.14223428,..,..,..,..,..,..,..,..
Gabon,GAB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,2.549960246,2.008232553,2.364799951,2.012106999,2.203401862,1.949562814,1.949751083,1.688860442,1.750505785,1.310110845,..,..,..,0.289317835,0.15791393,0.680927244,0.204629703,0.328061457,..,0.622587669,0.418434055,0.417073988,..,..,..,..,..,..,..,..,..,0.17275635,0.103241607,..,0.183653828,0.411019157,0.51584584,0.704126873,0.844388714,0.81786544,0.640503462,0.505558049,1.249909718,1.124106302,0.838949112,0.636209491,0.412868013,0.755727458,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,28.40641895,..,..,..,..,..,31.68110611,25.86881552,21.10329678,20.68389523,28.56253219,24.20867334,27.67672762,26.48085244,26.86728028,25.02857433,25.87597897,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.36494198,37.32638913,37.73279405,43.62445563,36.54883559,34.49444545,40.99868672,37.08615233,37.59583628,40.8415717,37.72807674,31.18925169,31.00597043,29.80988846,34.28035017,36.12295806,32.82436349,33.17155513,37.32352464,40.92608648,..,43.04855222,..
"Gambia, The",GMB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,99.83153633,..,..,..,..,..,99.79407919,99.66468315,99.50908356,99.52805984,99.46335226,99.73927241,99.16434479,99.0802999,97.84980258,97.70657164,98.93172277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.76842232,63.99220452,68.20831703,90.08059055,84.50153166,87.50065844,92.20670958,97.86456041,85.94957617,96.18815291,96.73405136,94.14471089,92.40081966,72.60165921,80.74305308,88.97320704,82.93827439,54.99439456,91.97705568,49.35927103,..,66.35902197,..
