Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Angola,AGO,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,19.34147576,..,..,..,..,..,..,15.13108728,15.67962145,13.39212282,11.8308829,13.0863059,14.37385396,..,..,..,..,..,..,..,..,..,..,32.4960491,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.01422132,..,13.50316169,15.23143638,18.59513476,20.06653697,17.75272262,16.97749693,15.68219871,..,..
Angola,AGO,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,65.49482503,..,..,..,..,..,..,49.68793658,44.69141738,45.42154064,42.07283976,40.59791162,27.629101,..,..,..,23.27657671,14.34224701,8.69300388,5.239923467,..,..,..,..,..,..,..,..,0.234865204,0.305922033,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.097308253,..,0.081153768,0.05444516,0.03870436,0.063119924,0.073454091,0.085170953,0.14349843,..,..
Antigua and Barbuda,ATG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1063022,17.93352589,19.81834034,..,31.5106296,33.33115108,..,..,23.86187377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.82404853,21.67188985,..,..,..,..,17.58647955,14.8513568,20.04429656,..,17.60113546,21.34629962,23.91868942,37.3406377,35.58821188,22.54159321,27.05337828,22.99237716,..
Antigua and Barbuda,ATG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,1.493142344,1.622593156,3.034640238,..,36.06732424,17.45072315,..,..,8.701194802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.45554662,27.14536603,..,..,..,..,18.6649491,..,37.58913122,..,48.30508377,50.65432006,58.68952895,56.84034197,37.79009954,25.66733247,52.09462867,54.77089211,..
Arab World,ARB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.80654837,16.28751407,..,14.66155833,15.10988382,16.4495977,16.43611738,14.69741928,15.53419296,..,..,..,..,..,18.03286583,..,17.44927226,16.90816314,16.20486431,..,..,..,..,..,17.13240092,16.0663296,14.65339244,16.51615819,15.99718615,15.75429872,12.52800537,..,11.1894426,11.59061006,..,15.5208443,..,13.16469253,12.54562805,13.04069232,..,12.9201579,..
Arab World,ARB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.595061198,6.310560938,..,..,2.991733971,3.04646945,..,..,..,..,..,..,..,..,..,3.824128616,..,2.970975219,4.012660984,5.210469203,..,..,..,..,4.205058762,3.287012732,1.961294351,2.112950533,2.779497761,..,2.621658381,2.840917923,2.251900682,2.017501789,2.066506183,3.201969778,2.783340673,2.531619515,2.681033972,2.45351219,2.692324982,4.287246718,3.119871249,..
Argentina,ARG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,3.893525052,4.136595077,5.905130597,6.506880909,6.657727595,6.582883768,5.508639814,6.818122915,5.823839226,5.048369675,6.462034562,9.243882301,4.759167861,4.560207041,4.756879695,5.284569618,5.659600409,7.141993341,5.672115447,4.993482232,4.407767058,3.86375449,4.51463855,4.716573692,6.891672407,4.562007874,3.783935401,3.597666076,4.025496184,5.394680595,5.971798353,5.443323907,5.188516344,5.465274639,4.923210387,5.316684795,4.932910598,4.91481903,5.009674355,5.720095301,4.629073378,4.19577337,3.30014291,2.836841179,2.58219116,3.69844769,4.538985957,3.769389313,2.620178607,2.395598312,2.489189352,2.28082483,2.422318976,2.65537683,3.642439822,..
Argentina,ARG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,71.51672236,72.12415416,77.22665177,81.63537584,77.91825229,76.82995977,72.74008045,73.87570296,74.31840884,76.69927295,71.75390308,69.90732425,70.51725335,68.86898821,68.24315512,68.78781674,65.44610252,69.40121355,64.95483967,66.83595088,62.5132745,74.96870549,73.40185109,66.07078805,66.62847775,61.05934458,59.63901405,54.98129281,56.2560001,60.0516707,61.00757499,55.2990125,51.93018275,49.78575289,51.92294054,48.60054399,50.6466266,49.3935387,43.77850973,44.39294203,45.87766362,49.20506148,47.95874538,46.61903729,45.11928361,50.90517519,53.11599487,50.48941422,51.13923653,53.63657688,53.66343099,55.73899052,55.81086858,62.38939694,65.21436392,..
Armenia,ARM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.16352544,..,25.95167469,25.33045068,24.77223499,20.36579306,17.9446157,21.62698746,18.46916411,15.94994366,18.08442886,18.66659588,19.30406091,17.95286587,19.75722824,19.03545381,20.31743194,19.51266334,19.89318821,19.21460813,..
Armenia,ARM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.87045841,..,8.061195538,14.13781528,24.40363406,14.55108496,14.44719451,12.94680382,13.70981588,11.7101737,7.964388706,18.61033489,19.90463158,16.71604952,19.23102475,25.92098399,30.06497837,31.76157399,31.15195863,33.77857541,..
Aruba,ABW,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.39400267,20.86601917,18.29367528,22.35022517,..,..,..,23.30932934,24.12860939,23.68956382,19.0638697,..,..,..,..,..,..,6.350932806,..,..,..,27.45899747,31.83185034,27.93733582,31.45776453,31.69393991,27.90938552,30.56306384,29.85989886,..
Aruba,ABW,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.86432709,49.79666378,42.57927193,18.06343769,..,..,..,35.83433122,15.19459546,34.69950253,22.9386657,..,..,..,..,..,..,1.106423044,..,..,..,76.06403081,82.32874445,77.98423398,76.46333957,75.7071795,68.28541284,59.02357853,50.59400553,..
Australia,AUS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..,..,..,6.423563138,5.927025995,5.712271152,5.657640121,5.705679639,5.555018832,5.681695939,5.590456377,5.592867804,6.133805912,5.707648974,5.714640898,5.040500762,5.325713401,6.571021398,5.867007851,5.455336143,5.204430915,4.561255981,4.571457788,5.708760571,5.55415402,5.260094377,5.339103832,5.466893548,5.228332448,4.802681674,5.0463077,5.297138957,5.139131997,5.059875296,5.048184882,4.963438776,4.874965796,4.92480504,4.895398693,4.898223719,4.612492794,5.025098545,4.959599396,5.24343535,4.881323979,4.823670812,4.922423332,5.194144003,5.009932411,5.845926887,5.480254211,5.289230773,5.17569549,5.80118183,6.291948573,6.670204083,7.312320925,..
