Indicator name,indicator,Country name,country,time,value
Domestic food price level index,FAO-21018-6125,Angola,AGO,2009,6.58
Domestic food price level index,FAO-21018-6125,Angola,AGO,2010,6.8
Domestic food price level index,FAO-21018-6125,Angola,AGO,2011,6.86
Domestic food price level index,FAO-21018-6125,Angola,AGO,2012,6.96
Domestic food price level index,FAO-21018-6125,Angola,AGO,2013,7.22
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2000,2.34
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2001,2.38
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2002,2.36
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2003,2.26
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2004,2.28
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2005,2.32
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2006,2.33
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2007,2.37
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2008,2.34
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2009,2.47
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2010,2.59
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2011,2.58
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2012,2.59
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2013,2.63
Domestic food price level index,FAO-21018-6125,Antigua and Barbuda,ATG,2014,2.63
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2000,8.28
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2001,8.38
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2002,8.45
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2003,8.64
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2004,8.86
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2005,8.95
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2006,9.08
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2007,9.19
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2008,9.22
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2009,8.65
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2010,8.82
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2011,9.11
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2012,9.02
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2013,9.07
Domestic food price level index,FAO-21018-6125,Armenia,ARM,2014,8.87
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2000,1.14
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2001,1.14
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2002,1.14
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2003,1.14
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2004,1.14
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2005,1.16
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2006,1.18
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2007,1.24
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2008,1.24
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2009,1.3
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2010,1.26
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2011,1.25
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2012,1.27
Domestic food price level index,FAO-21018-6125,Aruba,ABW,2013,1.31
Domestic food price level index,FAO-21018-6125,Australia,AUS,2000,1.37
Domestic food price level index,FAO-21018-6125,Australia,AUS,2001,1.39
Domestic food price level index,FAO-21018-6125,Australia,AUS,2002,1.4
Domestic food price level index,FAO-21018-6125,Australia,AUS,2003,1.41
Domestic food price level index,FAO-21018-6125,Australia,AUS,2004,1.4
Domestic food price level index,FAO-21018-6125,Australia,AUS,2005,1.41
Domestic food price level index,FAO-21018-6125,Australia,AUS,2006,1.48
Domestic food price level index,FAO-21018-6125,Australia,AUS,2007,1.46
Domestic food price level index,FAO-21018-6125,Australia,AUS,2008,1.45
Domestic food price level index,FAO-21018-6125,Australia,AUS,2009,1.44
Domestic food price level index,FAO-21018-6125,Australia,AUS,2010,1.44
Domestic food price level index,FAO-21018-6125,Australia,AUS,2011,1.45
Domestic food price level index,FAO-21018-6125,Australia,AUS,2012,1.39
Domestic food price level index,FAO-21018-6125,Australia,AUS,2013,1.37
Domestic food price level index,FAO-21018-6125,Australia,AUS,2014,1.36
Domestic food price level index,FAO-21018-6125,Austria,AUT,2000,1.39
Domestic food price level index,FAO-21018-6125,Austria,AUT,2001,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2002,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2003,1.41
Domestic food price level index,FAO-21018-6125,Austria,AUT,2004,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2005,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2006,1.41
Domestic food price level index,FAO-21018-6125,Austria,AUT,2007,1.42
Domestic food price level index,FAO-21018-6125,Austria,AUT,2008,1.44
Domestic food price level index,FAO-21018-6125,Austria,AUT,2009,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2010,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2011,1.4
Domestic food price level index,FAO-21018-6125,Austria,AUT,2012,1.41
Domestic food price level index,FAO-21018-6125,Austria,AUT,2013,1.43
Domestic food price level index,FAO-21018-6125,Austria,AUT,2014,1.43
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2001,1.54
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2002,1.54
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2003,1.5
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2004,1.52
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2005,1.55
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2006,1.6
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2007,1.6
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2008,1.6
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2009,1.61
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2010,1.6
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2011,1.58
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2012,1.6
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2013,1.61
Domestic food price level index,FAO-21018-6125,Bahamas,BHS,2014,1.62
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2000,1.99
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2001,1.98
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2002,1.97
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2003,1.91
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2004,1.9
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2005,1.92
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2006,1.94
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2007,1.95
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2008,2.05
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2009,2.12
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2010,2.2
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2011,2.24
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2012,2.26
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2013,2.25
Domestic food price level index,FAO-21018-6125,Bahrain,BHR,2014,2.24
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2000,8.11
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2001,8.03
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2002,7.91
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2003,7.97
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2004,8.02
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2005,8.17
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2006,8.3
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2007,8.31
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2008,8.34
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2009,8.17
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2010,8.39
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2011,8.5
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2012,8.36
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2013,7.98
Domestic food price level index,FAO-21018-6125,Bangladesh,BGD,2014,7.99
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2000,2.03
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2001,2.07
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2002,2.1
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2003,2.12
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2004,2.17
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2005,2.21
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2006,2.24
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2007,2.29
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2008,2.36
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2009,2.38
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2010,2.35
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2011,2.31
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2012,2.35
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2013,2.39
Domestic food price level index,FAO-21018-6125,Barbados,BRB,2014,2.39
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2000,4.87
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2001,4.72
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2002,4.59
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2003,4.4
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2004,4.42
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2005,4.52
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2006,4.53
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2007,4.54
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2008,4.57
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2009,4.52
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2010,4.7
Domestic food price level index,FAO-21018-6125,Belarus,BLR,2011,5.29
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2000,1.66
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2001,1.68
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2002,1.69
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2003,1.7
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2004,1.68
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2005,1.68
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2006,1.7
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2007,1.71
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2008,1.71
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2009,1.69
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2010,1.69
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2011,1.66
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2012,1.66
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2013,1.71
Domestic food price level index,FAO-21018-6125,Belgium,BEL,2014,1.68
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2000,2.98
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2001,2.96
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2002,2.92
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2003,2.92
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2004,2.88
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2005,2.94
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2006,2.96
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2007,3.02
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2008,3.16
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2009,3.18
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2010,3.08
Domestic food price level index,FAO-21018-6125,Belize,BLZ,2011,3.03
Domestic food price level index,FAO-21018-6125,Benin,BEN,2000,7.69
Domestic food price level index,FAO-21018-6125,Benin,BEN,2001,7.55
Domestic food price level index,FAO-21018-6125,Benin,BEN,2002,7.75
Domestic food price level index,FAO-21018-6125,Benin,BEN,2003,7.47
Domestic food price level index,FAO-21018-6125,Benin,BEN,2004,7.3
Domestic food price level index,FAO-21018-6125,Benin,BEN,2005,7.64
Domestic food price level index,FAO-21018-6125,Benin,BEN,2006,7.38
Domestic food price level index,FAO-21018-6125,Benin,BEN,2007,7.14
Domestic food price level index,FAO-21018-6125,Benin,BEN,2008,7.67
Domestic food price level index,FAO-21018-6125,Benin,BEN,2009,7.77
Domestic food price level index,FAO-21018-6125,Benin,BEN,2010,7.87
Domestic food price level index,FAO-21018-6125,Benin,BEN,2011,8.05
Domestic food price level index,FAO-21018-6125,Benin,BEN,2012,7.86
Domestic food price level index,FAO-21018-6125,Benin,BEN,2013,8.01
Domestic food price level index,FAO-21018-6125,Benin,BEN,2014,8.07
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2000,1.52
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2001,1.5
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2002,1.49
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2003,1.47
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2004,1.45
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2005,1.46
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2006,1.45
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2007,1.43
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2008,1.42
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2009,1.44
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2010,1.46
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2011,1.45
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2012,1.45
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2013,1.48
Domestic food price level index,FAO-21018-6125,Bermuda,BMU,2014,1.49
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2000,4.74
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2001,4.64
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2002,4.6
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2003,4.62
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2004,4.41
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2005,4.48
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2006,4.5
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2007,4.57
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2008,4.62
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2009,4.75
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2010,4.86
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2011,4.89
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2012,5
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2013,5
Domestic food price level index,FAO-21018-6125,Bhutan,BTN,2014,5.07
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2000,7.06
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2001,6.97
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2002,6.83
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2003,6.85
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2004,6.9
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2005,6.99
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2006,7.14
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2007,7.39
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2008,5.64
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2009,5.4
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2010,5.47
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2011,5.64
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2012,5.58
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2013,5.77
Domestic food price level index,FAO-21018-6125,Bolivia,BOL,2014,5.85
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2005,4.69
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2006,4.83
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2007,4.84
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2008,4.97
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2009,4.84
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2010,4.75
Domestic food price level index,FAO-21018-6125,Bosnia and Herzegovina,BIH,2011,4.82
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2000,2.9
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2001,2.79
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2002,2.81
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2003,2.87
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2004,2.79
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2005,2.73
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2006,2.78
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2007,2.86
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2008,3.01
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2009,3.11
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2010,3.04
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2011,2.98
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2012,2.98
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2013,2.98
Domestic food price level index,FAO-21018-6125,Botswana,BWA,2014,2.93
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2000,2.28
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2001,2.27
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2002,2.29
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2003,2.41
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2004,2.33
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2005,2.27
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2006,2.2
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2007,2.24
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2008,2.36
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2009,2.33
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2010,2.38
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2011,2.41
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2012,2.46
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2013,2.59
Domestic food price level index,FAO-21018-6125,Brazil,BRA,2014,2.61
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2000,2.9
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2001,2.88
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2002,2.96
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2003,2.93
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2004,2.93
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2005,2.94
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2006,2.97
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2007,2.99
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2008,3.01
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2009,2.97
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2010,3.01
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2011,3.03
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2012,3.06
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2013,2.96
Domestic food price level index,FAO-21018-6125,Brunei Darussalam,BRN,2014,2.95
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2000,3.5
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2001,3.46
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2002,3.26
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2003,3.16
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2004,3.15
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2005,3.15
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2006,3.12
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2007,3.24
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2008,3.31
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2009,3.13
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2010,3.07
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2011,3.13
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2012,3.12
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2013,3.2
Domestic food price level index,FAO-21018-6125,Bulgaria,BGR,2014,3.19
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2000,7.41
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2001,7.66
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2002,7.7
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2003,7.43
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2004,7.05
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2005,7.66
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2006,7.51
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2007,7.34
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2008,8.05
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2009,7.87
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2010,8.33
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2011,8.55
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2012,8.63
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2013,8.61
Domestic food price level index,FAO-21018-6125,Burkina Faso,BFA,2014,8.37
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2000,7.6
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2001,7.06
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2002,6.77
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2003,6.9
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2004,6.93
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2005,7.3
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2006,7.19
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2007,7.13
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2008,7.48
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2009,7.24
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2010,7.39
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2011,7.29
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2012,7.06
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2013,7.2
Domestic food price level index,FAO-21018-6125,Burundi,BDI,2014,7.04
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2000,7.09
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2001,6.9
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2002,6.83
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2003,6.86
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2004,6.98
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2005,7.22
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2006,7.4
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2007,7.61
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2008,8.1
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2009,7.53
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2010,7.62
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2011,7.65
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2012,7.63
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2013,7.74
Domestic food price level index,FAO-21018-6125,Cambodia,KHM,2014,7.78
