Indicator name,indicator,Country name,country,time,value
Domestic food price level index,FAO-21018-6125,Germany,DEU,2004,1.49
Domestic food price level index,FAO-21018-6125,Germany,DEU,2005,1.48
Domestic food price level index,FAO-21018-6125,Germany,DEU,2006,1.5
Domestic food price level index,FAO-21018-6125,Germany,DEU,2007,1.5
Domestic food price level index,FAO-21018-6125,Germany,DEU,2008,1.54
Domestic food price level index,FAO-21018-6125,Germany,DEU,2009,1.48
Domestic food price level index,FAO-21018-6125,Germany,DEU,2010,1.5
Domestic food price level index,FAO-21018-6125,Germany,DEU,2011,1.5
Domestic food price level index,FAO-21018-6125,Germany,DEU,2012,1.51
Domestic food price level index,FAO-21018-6125,Germany,DEU,2013,1.55
Domestic food price level index,FAO-21018-6125,Germany,DEU,2014,1.54
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2000,8.11
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2001,7.5
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2002,7.74
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2003,7.59
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2004,7.8
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2005,7.9
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2006,7.85
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2007,7.32
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2008,7.11
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2009,6.76
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2010,6.53
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2011,6.21
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2012,5.91
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2013,5.71
Domestic food price level index,FAO-21018-6125,Ghana,GHA,2014,5.4
Domestic food price level index,FAO-21018-6125,Greece,GRC,2000,2.72
Domestic food price level index,FAO-21018-6125,Greece,GRC,2001,2.76
Domestic food price level index,FAO-21018-6125,Greece,GRC,2002,2.8
Domestic food price level index,FAO-21018-6125,Greece,GRC,2003,2.84
Domestic food price level index,FAO-21018-6125,Greece,GRC,2004,2.75
Domestic food price level index,FAO-21018-6125,Greece,GRC,2005,2.7
Domestic food price level index,FAO-21018-6125,Greece,GRC,2006,2.74
Domestic food price level index,FAO-21018-6125,Greece,GRC,2007,2.72
Domestic food price level index,FAO-21018-6125,Greece,GRC,2008,2.7
Domestic food price level index,FAO-21018-6125,Greece,GRC,2009,2.67
Domestic food price level index,FAO-21018-6125,Greece,GRC,2010,2.57
Domestic food price level index,FAO-21018-6125,Greece,GRC,2011,2.55
Domestic food price level index,FAO-21018-6125,Greece,GRC,2012,2.54
Domestic food price level index,FAO-21018-6125,Greece,GRC,2013,2.57
Domestic food price level index,FAO-21018-6125,Greece,GRC,2014,2.55
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2000,3.07
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2001,3.05
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2002,3
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2003,2.96
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2004,2.96
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2005,3.01
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2006,3.09
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2007,3.13
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2008,3.26
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2009,3.22
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2010,3.26
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2011,3.29
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2012,3.29
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2013,3.34
Domestic food price level index,FAO-21018-6125,Grenada,GRD,2014,3.35
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2000,5.39
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2001,5.51
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2002,5.62
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2003,5.64
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2004,5.74
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2005,6.01
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2006,6.09
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2007,6.2
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2008,6.31
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2009,6.18
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2010,6.21
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2011,6.47
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2012,6.61
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2013,6.91
Domestic food price level index,FAO-21018-6125,Guatemala,GTM,2014,7.11
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2000,7.13
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2001,7.06
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2002,7.57
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2003,7.03
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2004,7.54
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2005,7.94
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2006,8.48
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2007,8.77
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2008,8.79
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2009,8.8
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2010,9.26
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2011,9.66
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2012,9.65
Domestic food price level index,FAO-21018-6125,Guinea,GIN,2013,9.9
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2000,9.4
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2001,9.49
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2002,9.5
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2003,9.34
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2004,9.67
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2005,9.81
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2006,10.04
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2007,9.9
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2008,10.1
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2009,9.63
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2010,9.65
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2011,9.76
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2012,9.74
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2013,9.85
Domestic food price level index,FAO-21018-6125,Haiti,HTI,2014,9.73
Domestic food price level index,FAO-21018-6125,Honduras,HND,2000,5.42
Domestic food price level index,FAO-21018-6125,Honduras,HND,2001,5.34
Domestic food price level index,FAO-21018-6125,Honduras,HND,2002,5.14
Domestic food price level index,FAO-21018-6125,Honduras,HND,2003,4.95
Domestic food price level index,FAO-21018-6125,Honduras,HND,2004,4.85
Domestic food price level index,FAO-21018-6125,Honduras,HND,2005,4.96
Domestic food price level index,FAO-21018-6125,Honduras,HND,2006,4.95
Domestic food price level index,FAO-21018-6125,Honduras,HND,2007,5.07
Domestic food price level index,FAO-21018-6125,Honduras,HND,2008,5.33
Domestic food price level index,FAO-21018-6125,Honduras,HND,2009,5.09
Domestic food price level index,FAO-21018-6125,Honduras,HND,2010,5
Domestic food price level index,FAO-21018-6125,Honduras,HND,2011,4.94
Domestic food price level index,FAO-21018-6125,Honduras,HND,2012,4.79
Domestic food price level index,FAO-21018-6125,Honduras,HND,2013,4.8
Domestic food price level index,FAO-21018-6125,Honduras,HND,2014,4.76
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2000,2.23
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2001,2.32
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2002,2.32
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2003,2.28
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2004,2.25
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2005,2.25
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2006,2.35
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2007,2.4
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2008,2.45
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2009,2.41
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2010,2.39
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2011,2.44
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2012,2.43
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2013,2.46
Domestic food price level index,FAO-21018-6125,Hungary,HUN,2014,2.43
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2000,2.08
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2001,2.08
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2002,2.06
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2003,1.97
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2004,1.91
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2005,1.81
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2006,1.85
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2007,1.72
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2008,1.74
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2009,1.79
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2010,1.79
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2011,1.77
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2012,1.78
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2013,1.81
Domestic food price level index,FAO-21018-6125,Iceland,ISL,2014,1.77
Domestic food price level index,FAO-21018-6125,India,IND,2000,4.91
Domestic food price level index,FAO-21018-6125,India,IND,2001,4.8
Domestic food price level index,FAO-21018-6125,India,IND,2002,4.78
Domestic food price level index,FAO-21018-6125,India,IND,2003,4.8
Domestic food price level index,FAO-21018-6125,India,IND,2004,4.77
Domestic food price level index,FAO-21018-6125,India,IND,2005,4.8
Domestic food price level index,FAO-21018-6125,India,IND,2006,4.87
Domestic food price level index,FAO-21018-6125,India,IND,2007,4.87
Domestic food price level index,FAO-21018-6125,India,IND,2008,4.82
Domestic food price level index,FAO-21018-6125,India,IND,2009,4.78
Domestic food price level index,FAO-21018-6125,India,IND,2010,4.83
Domestic food price level index,FAO-21018-6125,India,IND,2011,4.7
Domestic food price level index,FAO-21018-6125,India,IND,2012,4.6
Domestic food price level index,FAO-21018-6125,India,IND,2013,4.73
Domestic food price level index,FAO-21018-6125,India,IND,2014,4.68
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2000,5.87
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2001,5.69
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2002,5.62
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2003,5.33
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2004,5.27
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2005,5.26
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2006,5.42
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2007,5.61
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2008,5.85
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2009,5.88
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2010,6.17
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2011,6.32
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2012,6.38
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2013,6.75
Domestic food price level index,FAO-21018-6125,Indonesia,IDN,2014,6.73
Domestic food price level index,FAO-21018-6125,Iran,IRN,2000,9.44
Domestic food price level index,FAO-21018-6125,Iran,IRN,2001,9.02
Domestic food price level index,FAO-21018-6125,Iran,IRN,2002,9.15
Domestic food price level index,FAO-21018-6125,Iran,IRN,2003,9.26
Domestic food price level index,FAO-21018-6125,Iran,IRN,2004,9.05
Domestic food price level index,FAO-21018-6125,Iran,IRN,2005,9.1
Domestic food price level index,FAO-21018-6125,Iran,IRN,2006,9.04
Domestic food price level index,FAO-21018-6125,Iran,IRN,2007,3.82
Domestic food price level index,FAO-21018-6125,Iran,IRN,2008,3.92
Domestic food price level index,FAO-21018-6125,Iran,IRN,2009,3.78
Domestic food price level index,FAO-21018-6125,Iran,IRN,2010,3.9
Domestic food price level index,FAO-21018-6125,Iran,IRN,2011,4.05
Domestic food price level index,FAO-21018-6125,Iran,IRN,2012,4.31
Domestic food price level index,FAO-21018-6125,Iran,IRN,2013,4.7
Domestic food price level index,FAO-21018-6125,Iran,IRN,2014,4.47
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2006,5.27
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2007,4.54
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2008,4.82
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2009,5.23
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2010,5.27
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2011,5.12
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2012,5.11
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2013,5.06
Domestic food price level index,FAO-21018-6125,Iraq,IRQ,2014,5.06
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2000,1.5
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2001,1.52
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2002,1.51
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2003,1.48
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2004,1.43
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2005,1.4
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2006,1.38
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2007,1.34
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2008,1.35
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2009,1.34
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2010,1.3
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2011,1.27
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2012,1.25
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2013,1.27
Domestic food price level index,FAO-21018-6125,Ireland,IRL,2014,1.23
Domestic food price level index,FAO-21018-6125,Israel,ISR,2000,2.04
Domestic food price level index,FAO-21018-6125,Israel,ISR,2001,2.06
Domestic food price level index,FAO-21018-6125,Israel,ISR,2002,2
Domestic food price level index,FAO-21018-6125,Israel,ISR,2003,2.04
Domestic food price level index,FAO-21018-6125,Israel,ISR,2004,2.03
Domestic food price level index,FAO-21018-6125,Israel,ISR,2005,2.06
Domestic food price level index,FAO-21018-6125,Israel,ISR,2006,2.13
Domestic food price level index,FAO-21018-6125,Israel,ISR,2007,2.18
Domestic food price level index,FAO-21018-6125,Israel,ISR,2008,2.28
Domestic food price level index,FAO-21018-6125,Israel,ISR,2009,2.19
Domestic food price level index,FAO-21018-6125,Israel,ISR,2010,2.21
Domestic food price level index,FAO-21018-6125,Israel,ISR,2011,2.2
Domestic food price level index,FAO-21018-6125,Israel,ISR,2012,2.16
Domestic food price level index,FAO-21018-6125,Israel,ISR,2013,2.25
Domestic food price level index,FAO-21018-6125,Israel,ISR,2014,2.2
Domestic food price level index,FAO-21018-6125,Italy,ITA,2000,2.03
Domestic food price level index,FAO-21018-6125,Italy,ITA,2001,2.05
Domestic food price level index,FAO-21018-6125,Italy,ITA,2002,2.07
Domestic food price level index,FAO-21018-6125,Italy,ITA,2003,2.09
Domestic food price level index,FAO-21018-6125,Italy,ITA,2004,2.07
Domestic food price level index,FAO-21018-6125,Italy,ITA,2005,2.05
Domestic food price level index,FAO-21018-6125,Italy,ITA,2006,2.06
Domestic food price level index,FAO-21018-6125,Italy,ITA,2007,2.06
Domestic food price level index,FAO-21018-6125,Italy,ITA,2008,2.07
Domestic food price level index,FAO-21018-6125,Italy,ITA,2009,2.05
Domestic food price level index,FAO-21018-6125,Italy,ITA,2010,2.04
Domestic food price level index,FAO-21018-6125,Italy,ITA,2011,2.01
Domestic food price level index,FAO-21018-6125,Italy,ITA,2012,1.99
Domestic food price level index,FAO-21018-6125,Italy,ITA,2013,2.03
Domestic food price level index,FAO-21018-6125,Italy,ITA,2014,2.01
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2000,6.33
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2001,6.39
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2002,6.53
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2003,6.58
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2004,6.2
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2005,6.16
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2006,6.23
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2007,6.38
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2008,6.57
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2009,6.57
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2010,6.79
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2011,7.1
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2012,6.95
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2013,6.98
Domestic food price level index,FAO-21018-6125,Ivory Coast,CIV,2014,6.72
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2000,4.55
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2001,4.39
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2002,4.33
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2003,4.31
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2004,4.28
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2005,4.43
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2006,4.38
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2007,4.49
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2008,4.73
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2009,4.77
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2010,4.71
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2011,4.69
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2012,4.83
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2013,5
Domestic food price level index,FAO-21018-6125,Jamaica,JAM,2014,4.96
Domestic food price level index,FAO-21018-6125,Japan,JPN,2000,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2001,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2002,1.88
Domestic food price level index,FAO-21018-6125,Japan,JPN,2003,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2004,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2005,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2006,1.91
Domestic food price level index,FAO-21018-6125,Japan,JPN,2007,1.89
Domestic food price level index,FAO-21018-6125,Japan,JPN,2008,1.88
Domestic food price level index,FAO-21018-6125,Japan,JPN,2009,1.87
Domestic food price level index,FAO-21018-6125,Japan,JPN,2010,1.9
Domestic food price level index,FAO-21018-6125,Japan,JPN,2011,1.88
Domestic food price level index,FAO-21018-6125,Japan,JPN,2012,1.88
Domestic food price level index,FAO-21018-6125,Japan,JPN,2013,1.88
Domestic food price level index,FAO-21018-6125,Japan,JPN,2014,1.89
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2000,4.32
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2001,4.24
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2002,4.16
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2003,4.15
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2004,4.23
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2005,4.33
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2006,4.42
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2007,4.54
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2008,4.61
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2009,4.66
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2010,4.7
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2011,4.66
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2012,4.63
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2013,4.58
Domestic food price level index,FAO-21018-6125,Jordan,JOR,2014,4.5
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2000,3.43
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2001,3.38
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2002,3.37
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2003,3.54
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2004,3.66
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2005,3.78
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2006,4.08
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2007,4.11
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2008,4.7
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2009,5.39
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2010,5.44
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2011,5.72
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2012,5.72
Domestic food price level index,FAO-21018-6125,Kenya,KEN,2013,5.84
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2000,2.22
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2001,2.18
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2002,2.18
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2003,2.29
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2004,2.32
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2005,2.44
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2006,2.48
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2007,2.43
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2008,2.42
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2009,2.35
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2010,2.47
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2011,2.57
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2012,2.62
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2013,2.6
Domestic food price level index,FAO-21018-6125,Kuwait,KWT,2014,2.6
Domestic food price level index,FAO-21018-6125,Lao,LAO,2000,7.8
Domestic food price level index,FAO-21018-6125,Lao,LAO,2001,7.69
Domestic food price level index,FAO-21018-6125,Lao,LAO,2002,7.61
Domestic food price level index,FAO-21018-6125,Lao,LAO,2003,7.61
Domestic food price level index,FAO-21018-6125,Lao,LAO,2004,7.54
Domestic food price level index,FAO-21018-6125,Lao,LAO,2005,7.65
Domestic food price level index,FAO-21018-6125,Lao,LAO,2006,7.92
Domestic food price level index,FAO-21018-6125,Lao,LAO,2007,8.11
Domestic food price level index,FAO-21018-6125,Lao,LAO,2008,8.22
Domestic food price level index,FAO-21018-6125,Lao,LAO,2009,8.2
Domestic food price level index,FAO-21018-6125,Lao,LAO,2010,8.4
Domestic food price level index,FAO-21018-6125,Lao,LAO,2011,8.53
Domestic food price level index,FAO-21018-6125,Lao,LAO,2012,8.62
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2000,2.57
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2001,2.62
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2002,2.65
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2003,2.64
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2004,2.65
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2005,2.74
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2006,2.81
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2007,2.86
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2008,2.89
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2009,2.73
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2010,2.77
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2011,2.86
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2012,2.85
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2013,2.9
Domestic food price level index,FAO-21018-6125,Latvia,LVA,2014,2.86
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2000,4.76
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2001,4.73
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2002,5.37
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2003,5.24
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2004,5.15
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2005,5.15
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2006,5.36
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2007,5.61
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2008,5.78
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2009,5.75
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2010,4.22
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2011,4.27
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2012,4.4
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2013,4.45
Domestic food price level index,FAO-21018-6125,Lesotho,LSO,2014,4.43
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2000,3.2
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2001,3.26
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2002,3.22
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2003,3.14
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2004,3.15
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2005,3.22
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2006,3.32
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2007,3.46
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2008,3.56
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2009,3.39
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2010,3.36
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2011,3.47
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2012,3.45
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2013,3.49
Domestic food price level index,FAO-21018-6125,Lithuania,LTU,2014,3.5
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2000,1.26
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2001,1.28
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2002,1.3
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2003,1.3
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2004,1.28
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2005,1.28
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2006,1.29
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2007,1.29
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2008,1.29
